LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.700: Order: 0.362, Time: 5.332730 s
         2529697 function calls (2494513 primitive calls) in 41.610 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.039    0.005    0.965    0.121 collections.py:1206(set_verts)
    15152    0.100    0.000    0.935    0.000 path.py:99(__init__)
    424/5    0.003    0.000    0.915    0.183 text.py:65(_get_text_metrics_with_cache)
        9    0.000    0.000    0.907    0.101 __init__.py:73(import_module)
        9    0.000    0.000    0.906    0.101 <frozen importlib._bootstrap>:1375(_gcd_import)
     4409    0.057    0.000    0.906    0.000 artist.py:1461(get_valid_values)
        4    0.000    0.000    0.906    0.226 pyplot.py:525(_warn_if_gui_out_of_main_thread)
       10    0.000    0.000    0.905    0.091 pyplot.py:358(_get_backend_mod)
      3/1    0.000    0.000    0.905    0.905 pyplot.py:372(switch_backend)
        2    0.000    0.000    0.884    0.442 registry.py:302(load_backend_module)
        1    0.000    0.000    0.879    0.879 backend_qtagg.py:1(<module>)
     7555    0.414    0.000    0.813    0.000 inspect.py:882(cleandoc)
        1    0.000    0.000    0.726    0.726 text.py:1(<module>)
     7512    0.032    0.000    0.696    0.000 inspect.py:863(getdoc)
     7020    0.026    0.000    0.686    0.000 __init__.py:280(_compile)
        1    0.000    0.000    0.673    0.673 qt_compat.py:1(<module>)
        2    0.000    0.000    0.670    0.335 qt_compat.py:66(_setup_pyqt5plus)
      229    0.004    0.000    0.631    0.003 _compiler.py:745(compile)
    49/45    0.000    0.000    0.555    0.012 <frozen importlib._bootstrap_external>:1299(exec_module)
    49/45    0.031    0.001    0.554    0.012 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.534    0.534 patches.py:1(<module>)
        2    0.000    0.000    0.489    0.245 backend_bases.py:3497(new_figure_manager)
        2    0.000    0.000    0.479    0.239 backend_bases.py:3506(new_figure_manager_given_figure)
        2    0.000    0.000    0.479    0.239 backend_bases.py:1774(new_manager)
        2    0.000    0.000    0.479    0.239 backend_bases.py:2648(create_with_canvas)
       76    0.000    0.000    0.474    0.006 __init__.py:226(compile)
      249    0.009    0.000    0.470    0.002 backend_qt.py:344(mouseMoveEvent)
        1    0.001    0.001    0.466    0.466 rcsetup.py:1(<module>)
      227    0.002    0.000    0.460    0.002 artist.py:1413(__init__)
      227    0.155    0.001    0.456    0.002 artist.py:1433(get_aliases)
      229    0.003    0.000    0.446    0.002 _parser.py:969(parse)
  708/229    0.017    0.000    0.440    0.002 _parser.py:452(_parse_sub)
 1292/253    0.108    0.000    0.435    0.002 _parser.py:512(_parse)
        1    0.000    0.000    0.421    0.421 __init__.py:41(_setupQtDirectories)
     9560    0.031    0.000    0.421    0.000 enum.py:720(__call__)
        1    0.000    0.000    0.387    0.387 signature_bootstrap.py:40(bootstrap)
     13/3    0.000    0.000    0.379    0.126 signature_bootstrap.py:190(exec_module)
        2    0.000    0.000    0.378    0.189 loader.py:1(<module>)
      180    0.011    0.000    0.374    0.002 enum.py:862(_create_)
        1    0.000    0.000    0.374    0.374 _axes.py:1(<module>)
       36    0.005    0.000    0.370    0.010 axis.py:1276(_update_ticks)
    15155    0.132    0.000    0.369    0.000 __init__.py:147(check_shape)
    15152    0.097    0.000    0.354    0.000 path.py:202(_update_values)
        1    0.000    0.000    0.314    0.314 _base.py:1(<module>)
252703/250048    0.306    0.000    0.312    0.000 {built-in method builtins.len}
      271    0.005    0.000    0.292    0.001 backend_bases.py:1266(__init__)
    37403    0.119    0.000    0.288    0.000 __init__.py:781(__getitem__)
      405    0.011    0.000    0.275    0.001 <frozen importlib._bootstrap>:1240(_find_spec)
       31    0.030    0.001    0.274    0.009 __init__.py:887(_rc_params_in_file)
      251    0.005    0.000    0.272    0.001 backend_bases.py:1384(__init__)
      227    0.094    0.000    0.270    0.001 artist.py:1511(get_setters)
        2    0.002    0.001    0.269    0.134 backend_qt.py:231(__init__)
      271    0.003    0.000    0.263    0.001 backend_bases.py:1805(inaxes)
        2    0.000    0.000    0.261    0.131 backend_qt.py:660(show)
        2    0.222    0.111    0.261    0.130 {method 'show' of 'PySide6.QtWidgets.QWidget' objects}
      271    0.005    0.000    0.257    0.001 patches.py:179(contains_point)
        1    0.252    0.252    0.254    0.254 backend_qt.py:92(_create_qApp)
      216    0.021    0.000    0.249    0.001 enum.py:528(__new__)
        1    0.000    0.000    0.244    0.244 axes3d.py:1(<module>)
      389    0.001    0.000    0.241    0.001 <frozen importlib._bootstrap_external>:1524(find_spec)
      389    0.005    0.000    0.240    0.001 <frozen importlib._bootstrap_external>:1495(_get_spec)
  391/384    0.003    0.000    0.240    0.001 <frozen importlib._bootstrap>:806(module_from_spec)
        1    0.000    0.000    0.238    0.238 widgets.py:1(<module>)
     5932    0.022    0.000    0.237    0.000 __init__.py:174(search)
        1    0.000    0.000    0.234    0.234 collections.py:1(<module>)
        6    0.000    0.000    0.233    0.039 collections.py:1005(draw)
        6    0.232    0.039    0.232    0.039 collections.py:352(draw)
      653    0.019    0.000    0.227    0.000 <frozen importlib._bootstrap_external>:1597(find_spec)
        1    0.000    0.000    0.227    0.227 colors.py:1(<module>)
       38    0.000    0.000    0.225    0.006 axis.py:1644(get_major_ticks)
        1    0.000    0.000    0.222    0.222 _fontconfig_pattern.py:1(<module>)
7772/4395    0.026    0.000    0.210    0.000 {built-in method __new__ of type object at 0xb05c63619a68}
        2    0.045    0.023    0.210    0.105 backend_qt.py:584(__init__)
      324    0.008    0.000    0.209    0.001 <frozen importlib._bootstrap_external>:1066(get_code)
       36    0.000    0.000    0.205    0.006 axis.py:1585(_get_tick)
        9    0.000    0.000    0.205    0.023 _base.py:783(__init_subclass__)
  128/117    0.002    0.000    0.204    0.002 _docstring.py:122(__call__)
    49/47    0.000    0.000    0.200    0.004 <frozen importlib._bootstrap_external>:1291(create_module)
    49/47    0.165    0.003    0.199    0.004 {built-in method _imp.create_dynamic}
   124565    0.172    0.000    0.198    0.000 {built-in method builtins.isinstance}
    16506    0.098    0.000    0.197    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.193    0.193 pyi_generator.py:1(<module>)
        1    0.000    0.000    0.192    0.192 pyi_generator.py:87(Formatter)
     3377    0.086    0.000    0.188    0.000 enum.py:254(__set_name__)
        1    0.004    0.004    0.185    0.185 backend_qt.py:1(<module>)
        3    0.003    0.001    0.184    0.061 core.py:1(<module>)
     3834    0.058    0.000    0.179    0.000 enum.py:390(__setitem__)
      229    0.002    0.000    0.176    0.001 _compiler.py:578(_code)
1727/1719    0.016    0.000    0.175    0.000 cbook.py:348(process)
      984    0.007    0.000    0.172    0.000 __init__.py:751(__setitem__)
    37730    0.111    0.000    0.171    0.000 __init__.py:701(_get)
        1    0.000    0.000    0.167    0.167 __config__.py:1(<module>)
       14    0.000    0.000    0.163    0.012 _docstring.py:73(__missing__)
        2    0.000    0.000    0.162    0.081 figure.py:785(subplots)
        2    0.000    0.000    0.162    0.081 gridspec.py:249(subplots)
        2    0.000    0.000    0.162    0.081 figure.py:644(add_subplot)
        2    0.000    0.000    0.161    0.081 _base.py:615(__init__)
      277    0.003    0.000    0.160    0.001 backend_bases.py:1187(_process)
 2358/229    0.053    0.000    0.154    0.001 _compiler.py:37(_compile)
      730    0.002    0.000    0.154    0.000 inspect.py:3346(signature)
      730    0.002    0.000    0.152    0.000 inspect.py:3081(from_callable)
       36    0.003    0.000    0.151    0.004 axis.py:59(__init__)
    89602    0.130    0.000    0.151    0.000 {built-in method builtins.getattr}
     1677    0.149    0.000    0.150    0.000 {built-in method posix.stat}
  866/730    0.015    0.000    0.149    0.000 inspect.py:2501(_signature_from_callable)
        1    0.000    0.000    0.149    0.149 _arraypad_impl.py:1(<module>)
     1554    0.005    0.000    0.149    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        1    0.000    0.000    0.148    0.148 _index_tricks_impl.py:1(<module>)
        1    0.000    0.000    0.147    0.147 layout.py:1(<module>)
        1    0.000    0.000    0.142    0.142 parser.py:1(<module>)
      341    0.003    0.000    0.139    0.000 patches.py:307(get_transform)
        1    0.000    0.000    0.136    0.136 defmatrix.py:1(<module>)
   100839    0.135    0.000    0.135    0.000 {method 'startswith' of 'str' objects}
        2    0.000    0.000    0.133    0.067 image.py:1526(imsave)
        1    0.000    0.000    0.132    0.132 parser.py:116(__init__)
        1    0.000    0.000    0.132    0.132 _linalg.py:1(<module>)
        2    0.000    0.000    0.131    0.066 Image.py:2476(save)
        1    0.001    0.001    0.130    0.130 _axes.py:67(Axes)
        2    0.000    0.000    0.130    0.065 _base.py:1445(clear)
        2    0.001    0.000    0.130    0.065 _base.py:1313(__clear)
      249    0.003    0.000    0.129    0.001 backend_bases.py:2954(mouse_move)
        1    0.000    0.000    0.128    0.128 cm.py:1(<module>)
        1    0.000    0.000    0.123    0.123 art3d.py:1(<module>)
      305    0.013    0.000    0.122    0.000 patches.py:800(get_patch_transform)
      271    0.006    0.000    0.119    0.000 path.py:522(contains_point)
      249    0.002    0.000    0.119    0.000 backend_bases.py:2932(_mouse_event_to_message)
  330/217    0.002    0.000    0.118    0.001 typing.py:392(inner)
    15510    0.069    0.000    0.117    0.000 cbook.py:1347(_to_unmasked_float_array)
       90    0.002    0.000    0.116    0.001 _base.py:4099(format_coord)
        2    0.000    0.000    0.116    0.058 backend_bases.py:2611(__init__)
        1    0.000    0.000    0.115    0.115 offsetbox.py:1(<module>)
        2    0.027    0.013    0.115    0.057 backend_qt.py:693(__init__)
       12    0.000    0.000    0.110    0.009 axis.py:2223(_get_tick_boxes_siblings)
        1    0.000    0.000    0.109    0.109 lines.py:1(<module>)
    89210    0.107    0.000    0.107    0.000 {method 'lstrip' of 'str' objects}
      324    0.012    0.000    0.105    0.000 <frozen importlib._bootstrap_external>:755(_compile_bytecode)
      697    0.023    0.000    0.104    0.000 inspect.py:2397(_signature_from_function)
       86    0.036    0.000    0.104    0.001 backend_agg.py:248(_prepare_font)
        2    0.001    0.000    0.104    0.052 core.py:198(read_style_directory)
     6885    0.050    0.000    0.104    0.000 inspect.py:2743(__init__)
       18    0.001    0.000    0.103    0.006 axis.py:428(__init__)
        1    0.000    0.000    0.101    0.101 axis.py:1(<module>)
       18    0.001    0.000    0.101    0.006 axis.py:367(__init__)
      180    0.010    0.000    0.100    0.001 ticker.py:666(format_data_short)
    20143    0.066    0.000    0.094    0.000 _parser.py:261(get)
        1    0.001    0.001    0.091    0.091 Image.py:1(<module>)
  542/271    0.008    0.000    0.091    0.000 transforms.py:2362(frozen)
      324    0.091    0.000    0.091    0.000 {built-in method marshal.loads}
      753    0.009    0.000    0.090    0.000 transforms.py:1473(transform)
        1    0.000    0.000    0.088    0.088 geo.py:1(<module>)
        6    0.000    0.000    0.088    0.015 axis.py:2438(_update_label_position)
        1    0.000    0.000    0.085    0.085 PngImagePlugin.py:1(<module>)
      984    0.004    0.000    0.085    0.000 artist.py:1536(is_alias)
    66699    0.084    0.000    0.084    0.000 {built-in method builtins.min}
        6    0.000    0.000    0.084    0.014 axis.py:2665(_update_label_position)
    64377    0.084    0.000    0.084    0.000 {method 'append' of 'list' objects}
      264    0.001    0.000    0.083    0.000 markers.py:220(__init__)
46867/46833    0.073    0.000    0.083    0.000 {built-in method builtins.hasattr}
       28    0.000    0.000    0.082    0.003 axis.py:1606(_copy_tick_props)
     1210    0.007    0.000    0.081    0.000 colors.py:278(to_rgba)
      426    0.002    0.000    0.081    0.000 artist.py:146(<lambda>)
        1    0.000    0.000    0.081    0.081 colorizer.py:1(<module>)
      426    0.004    0.000    0.081    0.000 rcsetup.py:332(validate_color)
      426    0.003    0.000    0.080    0.000 artist.py:1237(set)
      643    0.003    0.000    0.079    0.000 colors.py:224(is_color_like)
      264    0.003    0.000    0.078    0.000 markers.py:299(_set_marker)
    45468    0.077    0.000    0.077    0.000 __init__.py:167(<genexpr>)
      456    0.003    0.000    0.077    0.000 artist.py:1530(number_of_parameters)
      626    0.016    0.000    0.077    0.000 artist.py:1188(_update_props)
       84    0.001    0.000    0.074    0.001 lines.py:1352(update_from)
      108    0.010    0.000    0.074    0.001 lines.py:301(__init__)
      200    0.001    0.000    0.073    0.000 pyplot.py:175(_copy_docstring_and_deprecators)
        1    0.000    0.000    0.073    0.073 polar.py:1(<module>)
      823    0.003    0.000    0.071    0.000 loader.py:67(feature_imported)
        1    0.000    0.000    0.070    0.070 font_manager.py:1(<module>)
    16336    0.046    0.000    0.070    0.000 _parser.py:168(__getitem__)
      823    0.004    0.000    0.069    0.000 feature.py:134(feature_imported)
       94    0.003    0.000    0.067    0.001 __init__.py:1450(_preprocess_data)
      540    0.002    0.000    0.067    0.000 artist.py:1226(_internal_update)
  4144/84    0.028    0.000    0.067    0.001 copy.py:118(deepcopy)
   252/84    0.005    0.000    0.065    0.001 copy.py:217(_deepcopy_dict)
        3    0.000    0.000    0.065    0.022 __init__.py:707(__getattr__)
        1    0.000    0.000    0.065    0.065 multiarray.py:1(<module>)
        8    0.000    0.000    0.064    0.008 axis.py:534(__get__)
       52    0.002    0.000    0.064    0.001 feature.py:150(_mod_uses_pyside)
      440    0.005    0.000    0.063    0.000 <frozen importlib._bootstrap_external>:1187(get_data)
        1    0.002    0.002    0.063    0.063 ExifTags.py:1(<module>)
       52    0.000    0.000    0.062    0.001 inspect.py:1279(getsource)
      187    0.004    0.000    0.062    0.000 colors.py:325(_to_rgba_no_colorcycle)
        2    0.000    0.000    0.062    0.031 PngImagePlugin.py:1325(_save)
     1505    0.012    0.000    0.061    0.000 transforms.py:1833(frozen)
       76    0.002    0.000    0.060    0.001 ticker.py:2228(__call__)
       51    0.016    0.000    0.060    0.001 LebwohlLasher.py:182(get_order)
       52    0.000    0.000    0.060    0.001 inspect.py:1258(getsourcelines)
    37730    0.060    0.000    0.060    0.000 {function RcParams.__getitem__ at 0xf5cee1ca8540}
        2    0.000    0.000    0.060    0.030 ImageFile.py:641(_save)
        2    0.000    0.000    0.059    0.030 ImageFile.py:669(_encode_tile)
      100    0.001    0.000    0.059    0.001 pyplot.py:208(_add_pyplot_note)
     4409    0.027    0.000    0.059    0.000 artist.py:1549(aliased_name)
       52    0.001    0.000    0.059    0.001 inspect.py:1070(findsource)
        1    0.000    0.000    0.058    0.058 artist.py:1(<module>)
       90    0.003    0.000    0.057    0.001 _base.py:4079(format_xdata)
      238    0.007    0.000    0.056    0.000 typing.py:1269(__init__)
       45    0.000    0.000    0.055    0.001 linecache.py:36(getlines)
       44    0.001    0.000    0.055    0.001 linecache.py:83(updatecache)
      216    0.053    0.000    0.054    0.000 lines.py:758(draw)
       90    0.002    0.000    0.054    0.001 _base.py:4089(format_ydata)
       86    0.001    0.000    0.054    0.001 text.py:104(__init__)
2313/2017    0.007    0.000    0.053    0.000 {built-in method builtins.next}
       12    0.001    0.000    0.053    0.004 spines.py:142(get_window_extent)
       76    0.001    0.000    0.053    0.001 ticker.py:2232(tick_values)
    37874    0.051    0.000    0.052    0.000 {method 'get' of 'dict' objects}
16852/16849    0.039    0.000    0.051    0.000 {method 'join' of 'str' objects}
     2523    0.019    0.000    0.051    0.000 copy.py:61(copy)
       16    0.000    0.000    0.050    0.003 axis.py:946(set_tick_params)
     3386    0.019    0.000    0.049    0.000 transforms.py:1887(__init__)
        1    0.000    0.000    0.049    0.049 fractions.py:1(<module>)
      969    0.024    0.000    0.049    0.000 inspect.py:3029(__init__)
        1    0.000    0.000    0.048    0.048 _char_codes.py:1(<module>)
       50    0.000    0.000    0.048    0.001 typing.py:521(__getitem__)
       76    0.004    0.000    0.048    0.001 ticker.py:2159(_raw_ticks)
        2    0.000    0.000    0.048    0.024 Image.py:327(preinit)
        3    0.000    0.000    0.048    0.016 patches.py:2293(__init_subclass__)
        6    0.001    0.000    0.048    0.008 patches.py:2335(pprint_styles)
        1    0.005    0.005    0.047    0.047 helpers.py:1(<module>)
        2    0.047    0.023    0.047    0.023 {method 'addToolBar' of 'PySide6.QtWidgets.QMainWindow' objects}
        1    0.001    0.001    0.047    0.047 contour.py:1(<module>)
        4    0.000    0.000    0.046    0.012 axis.py:1115(set_clip_path)
        1    0.000    0.000    0.046    0.046 axis3d.py:1(<module>)
      305    0.002    0.000    0.046    0.000 patches.py:934(get_bbox)
       13    0.000    0.000    0.046    0.004 rcsetup.py:426(validate_font_properties)
       10    0.000    0.000    0.046    0.005 _fontconfig_pattern.py:77(parse_fontconfig_pattern)
     2703    0.023    0.000    0.045    0.000 cbook.py:468(_strip_comment)
       16    0.014    0.001    0.045    0.003 backend_qt.py:738(_icon)
        6    0.044    0.007    0.044    0.007 {method 'encode' of 'ImagingEncoder' objects}
     1352    0.013    0.000    0.044    0.000 transforms.py:2499(composite_transform_factory)
        4    0.000    0.000    0.044    0.011 _base.py:3318(grid)
        8    0.000    0.000    0.043    0.005 axis.py:1696(grid)
       50    0.005    0.000    0.043    0.001 typing.py:753(Literal)
      360    0.002    0.000    0.043    0.000 transforms.py:1510(transform_affine)
       19    0.001    0.000    0.042    0.002 rcsetup.py:814(validate_cycler)
      440    0.042    0.000    0.042    0.000 {method 'read' of '_io.BufferedReader' objects}
       48    0.000    0.000    0.042    0.001 __init__.py:1406(_add_data_doc)
      527    0.006    0.000    0.042    0.000 transforms.py:805(from_extents)
        1    0.000    0.000    0.041    0.041 quiver.py:1(<module>)
        1    0.000    0.000    0.040    0.040 common.py:1(<module>)
       38    0.001    0.000    0.040    0.001 axis.py:1527(get_minorticklocs)
        1    0.000    0.000    0.040    0.040 _dtype_like.py:1(<module>)
    10911    0.021    0.000    0.040    0.000 {built-in method builtins.setattr}
 1082/681    0.017    0.000    0.039    0.000 transforms.py:2432(get_affine)
     3440    0.022    0.000    0.039    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
        1    0.000    0.000    0.039    0.039 common.py:11(pyparsing_common)
    96/91    0.000    0.000    0.039    0.000 typing.py:515(__getitem__)
    33612    0.038    0.000    0.038    0.000 {built-in method builtins.callable}
    10236    0.038    0.000    0.038    0.000 {method 'search' of 're.Pattern' objects}
      697    0.011    0.000    0.038    0.000 <frozen importlib._bootstrap>:304(acquire)
       91    0.002    0.000    0.038    0.000 typing.py:694(Union)
    25341    0.038    0.000    0.038    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.038    0.038 textpath.py:1(<module>)
      111    0.037    0.000    0.037    0.000 {built-in method builtins.compile}
8628/7670    0.015    0.000    0.037    0.000 artist.py:315(stale)
     3151    0.021    0.000    0.036    0.000 _parser.py:312(_class_escape)
     1536    0.020    0.000    0.036    0.000 font_manager.py:700(__hash__)
     1287    0.009    0.000    0.036    0.000 copy.py:247(_reconstruct)
      391    0.007    0.000    0.035    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
      684    0.005    0.000    0.034    0.000 transforms.py:2249(get_affine)
        1    0.000    0.000    0.034    0.034 _machar.py:1(<module>)
  920/846    0.003    0.000    0.034    0.000 contextlib.py:132(__enter__)
       46    0.000    0.000    0.034    0.001 core.py:3532(mayReturnEmpty)
       94    0.003    0.000    0.034    0.000 text.py:157(_reset_visual_defaults)
    48/27    0.000    0.000    0.034    0.001 functools.py:982(__get__)
    42/21    0.000    0.000    0.033    0.002 core.py:3500(re)
    22878    0.033    0.000    0.033    0.000 _parser.py:240(__next)
      725    0.017    0.000    0.033    0.000 functools.py:35(update_wrapper)
       38    0.000    0.000    0.033    0.001 axis.py:1523(get_majorticklocs)
      407    0.002    0.000    0.032    0.000 <frozen importlib._bootstrap>:416(__enter__)
     5125    0.022    0.000    0.032    0.000 transforms.py:1770(__init__)
        1    0.000    0.000    0.032    0.032 fromnumeric.py:1(<module>)
       51    0.024    0.000    0.032    0.001 _linalg.py:1383(eig)
      648    0.009    0.000    0.031    0.000 <frozen importlib._bootstrap_external>:486(cache_from_source)
      512    0.013    0.000    0.031    0.000 cbook.py:1752(normalize_kwargs)
     3483    0.016    0.000    0.031    0.000 enum.py:38(_is_descriptor)
       44    0.001    0.000    0.031    0.001 tokenize.py:453(open)
    85/30    0.001    0.000    0.030    0.001 typing.py:1294(__getitem__)
      810    0.005    0.000    0.030    0.000 transforms.py:1341(__add__)
     3937    0.018    0.000    0.030    0.000 enum.py:79(_is_private)
    17083    0.029    0.000    0.029    0.000 {built-in method numpy.asarray}
      265    0.002    0.000    0.029    0.000 overrides.py:144(decorator)
        1    0.000    0.000    0.029    0.029 pathlib.py:1(<module>)
        1    0.000    0.000    0.029    0.029 socket.py:1(<module>)
      290    0.002    0.000    0.029    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
3340/2191    0.006    0.000    0.028    0.000 {built-in method builtins.hash}
      113    0.003    0.000    0.028    0.000 rcsetup.py:99(f)
      242    0.013    0.000    0.028    0.000 typing.py:262(_collect_parameters)
        7    0.004    0.001    0.028    0.004 enum.py:918(_convert_)
       44    0.001    0.000    0.028    0.001 tokenize.py:360(detect_encoding)
      817    0.005    0.000    0.028    0.000 fromnumeric.py:51(_wrapfunc)
      507    0.002    0.000    0.028    0.000 font_manager.py:711(__eq__)
        1    0.000    0.000    0.028    0.028 figureoptions.py:1(<module>)
      456    0.028    0.000    0.028    0.000 {built-in method builtins.dir}
      672    0.002    0.000    0.028    0.000 font_manager.py:961(copy)
        1    0.000    0.000    0.027    0.027 testing.py:1(<module>)
        1    0.000    0.000    0.027    0.027 table.py:1(<module>)
       64    0.000    0.000    0.027    0.000 core.py:1610(__add__)
        1    0.001    0.001    0.027    0.027 cm.py:32(_gen_cmap_registry)
       50    0.000    0.000    0.027    0.001 tokenize.py:384(read_or_stop)
      593    0.014    0.000    0.027    0.000 _compiler.py:243(_optimize_charset)
       50    0.027    0.001    0.027    0.001 {method 'readline' of '_io.BufferedReader' objects}
       12    0.000    0.000    0.026    0.002 core.py:1274(parse_string)
       16    0.009    0.001    0.026    0.002 {method 'addAction' of 'PySide6.QtWidgets.QWidget' objects}
     2594    0.007    0.000    0.026    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.026    0.026 __init__.py:245(_check_versions)
       65    0.001    0.000    0.026    0.000 core.py:4495(__init__)
      162    0.002    0.000    0.026    0.000 axis.py:406(update_position)
  920/846    0.003    0.000    0.025    0.000 contextlib.py:141(__exit__)
     5627    0.018    0.000    0.025    0.000 enum.py:849(__setattr__)
        1    0.000    0.000    0.025    0.025 category.py:1(<module>)
       64    0.007    0.000    0.025    0.000 {built-in method builtins.eval}
  304/292    0.001    0.000    0.025    0.000 _base.py:901(viewLim)
       39    0.002    0.000    0.025    0.001 colors.py:1081(from_list)
      393    0.002    0.000    0.025    0.000 transforms.py:2409(transform_affine)
  312/300    0.004    0.000    0.025    0.000 _base.py:887(_unstale_viewLim)
 2571/455    0.016    0.000    0.025    0.000 _parser.py:178(getwidth)
        4    0.000    0.000    0.024    0.006 axis.py:845(clear)
        1    0.011    0.011    0.024    0.024 _formlayout.py:1(<module>)
     1170    0.017    0.000    0.024    0.000 _parser.py:372(_escape)
      552    0.013    0.000    0.024    0.000 artist.py:102(_stale_axes_callback)
        1    0.000    0.000    0.024    0.024 _fontconfig_pattern.py:55(_make_fontconfig_parser)
      275    0.002    0.000    0.023    0.000 backend_bases.py:1292(_set_inaxes)
       90    0.002    0.000    0.023    0.000 font_manager.py:1293(findfont)
       36    0.000    0.000    0.023    0.001 patches.py:633(draw)
        1    0.000    0.000    0.023    0.023 _array_like.py:1(<module>)
    15879    0.023    0.000    0.023    0.000 path.py:211(vertices)
      415    0.009    0.000    0.023    0.000 backend_qt.py:265(eventFilter)
        1    0.000    0.000    0.023    0.023 _methods.py:1(<module>)
        1    0.000    0.000    0.023    0.023 _secondary_axes.py:1(<module>)
     1215    0.003    0.000    0.023    0.000 transforms.py:1783(transform)
     5535    0.013    0.000    0.023    0.000 {built-in method builtins.sorted}
       36    0.001    0.000    0.023    0.001 patches.py:583(_draw_paths_with_artist_properties)
     1432    0.004    0.000    0.023    0.000 artist.py:414(pchanged)
      148    0.001    0.000    0.023    0.000 artist.py:1243(_cm_set)
        6    0.016    0.003    0.022    0.004 quiver.py:653(_make_verts)
       72    0.001    0.000    0.022    0.000 ticker.py:214(format_ticks)
     1330    0.009    0.000    0.022    0.000 transforms.py:2342(__init__)
     4831    0.014    0.000    0.022    0.000 {built-in method builtins.delattr}
       44    0.020    0.000    0.022    0.001 {method 'readlines' of '_io._IOBase' objects}
      527    0.002    0.000    0.022    0.000 fromnumeric.py:211(reshape)
      697    0.002    0.000    0.022    0.000 <frozen importlib._bootstrap>:632(cached)
      261    0.002    0.000    0.022    0.000 rcsetup.py:304(validate_color_for_prop_cycle)
       79    0.022    0.000    0.022    0.000 {built-in method _io.open}
      475    0.006    0.000    0.022    0.000 typing.py:175(_type_check)
        2    0.000    0.000    0.022    0.011 version.py:1(<module>)
        1    0.000    0.000    0.022    0.022 _parser.py:1(<module>)
     9469    0.022    0.000    0.022    0.000 {method 'split' of 'str' objects}
     2565    0.017    0.000    0.021    0.000 transforms.py:180(set_children)
      108    0.004    0.000    0.021    0.000 lines.py:686(recache)
    16473    0.021    0.000    0.021    0.000 {method 'get' of 'mappingproxy' objects}
     5427    0.014    0.000    0.021    0.000 _parser.py:164(__len__)
     10/3    0.018    0.002    0.021    0.007 backend_agg.py:367(copy_from_bbox)
      999    0.010    0.000    0.021    0.000 transforms.py:750(__init__)
