#=====================================================
# File created:        Tue-24-Feb-2026-at-04-37-30PM
# Size of lattice:     50x50
# Number of MC steps:  20
# Reduced temperature: 0.500
# Run time (s):        1.781203
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2627.6820  0.2656 
   00001    0.6652   -3817.6758  0.2744 
   00002    0.6164   -4666.4621  0.2731 
   00003    0.5856   -5141.8982  0.2757 
   00004    0.5524   -5499.6124  0.2798 
   00005    0.5332   -5814.9136  0.2761 
   00006    0.5276   -6013.5202  0.2728 
   00007    0.5236   -6292.1072  0.2684 
   00008    0.4952   -6532.2207  0.2593 
   00009    0.4944   -6617.9921  0.2554 
   00010    0.4656   -6742.0218  0.2577 
   00011    0.4736   -6894.9276  0.2606 
   00012    0.4784   -7030.7389  0.2605 
   00013    0.4620   -7140.3931  0.2620 
   00014    0.4640   -7152.8789  0.2626 
   00015    0.4656   -7257.4146  0.2641 
   00016    0.4756   -7312.3792  0.2608 
   00017    0.4656   -7334.4106  0.2638 
   00018    0.4512   -7408.5066  0.2646 
   00019    0.4544   -7454.5511  0.2700 
   00020    0.4580   -7507.3193  0.2687 
