#=====================================================
# File created:        Tue-24-Feb-2026-at-04-23-32PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.924919
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2603.6492  0.2648 
   00001    0.6596   -3768.0430  0.2657 
   00002    0.6468   -4531.9646  0.2715 
   00003    0.5888   -5009.0901  0.2661 
   00004    0.5688   -5509.0271  0.2664 
   00005    0.5456   -5746.7539  0.2681 
   00006    0.5228   -6053.5788  0.2634 
   00007    0.5224   -6296.9635  0.2723 
   00008    0.4964   -6481.6989  0.2803 
   00009    0.4964   -6658.6385  0.2685 
   00010    0.4764   -6870.8579  0.2670 
   00011    0.4752   -6962.5432  0.2687 
   00012    0.4668   -7085.3759  0.2663 
   00013    0.4736   -7194.6914  0.2666 
   00014    0.4608   -7251.9348  0.2668 
   00015    0.4404   -7254.0783  0.2722 
   00016    0.4568   -7279.0884  0.2738 
   00017    0.4564   -7302.8617  0.2716 
   00018    0.4620   -7335.6504  0.2706 
   00019    0.4632   -7410.9752  0.2668 
   00020    0.4668   -7459.3155  0.2729 
   00021    0.4416   -7521.0407  0.2871 
   00022    0.4540   -7579.3122  0.2807 
   00023    0.4444   -7606.3616  0.2730 
   00024    0.4340   -7646.9256  0.2705 
   00025    0.4544   -7697.6209  0.2786 
   00026    0.4500   -7755.8912  0.2829 
   00027    0.4628   -7773.4965  0.2784 
   00028    0.4320   -7825.5081  0.2855 
   00029    0.4440   -7791.5318  0.2802 
   00030    0.4380   -7785.5694  0.2869 
   00031    0.4488   -7773.7514  0.2864 
   00032    0.4300   -7831.8414  0.2877 
   00033    0.4268   -7840.1926  0.2797 
   00034    0.4516   -7870.4279  0.2813 
   00035    0.4220   -7853.9468  0.2770 
   00036    0.4220   -7902.2998  0.2805 
   00037    0.4368   -7909.6987  0.2859 
   00038    0.4480   -7895.2779  0.2864 
   00039    0.4264   -7909.2996  0.2877 
   00040    0.4092   -7929.3243  0.2875 
   00041    0.4288   -7918.8949  0.2888 
   00042    0.4384   -7937.9000  0.2990 
   00043    0.4516   -7904.9231  0.3001 
   00044    0.4472   -7909.5924  0.3074 
   00045    0.4252   -7892.1800  0.2981 
   00046    0.4444   -7945.6690  0.2972 
   00047    0.4232   -7950.3846  0.2996 
   00048    0.4232   -7980.7880  0.2995 
   00049    0.4428   -7973.5438  0.2968 
   00050    0.4292   -7991.2119  0.3017 
