#=====================================================
# File created:        Tue-24-Feb-2026-at-04-30-47PM
# Size of lattice:     50x50
# Number of MC steps:  20
# Reduced temperature: 0.500
# Run time (s):        2.265545
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2327.0212  0.2637 
   00001    0.7072   -3535.2559  0.2783 
   00002    0.6212   -4355.3178  0.2869 
   00003    0.5924   -4893.8003  0.2955 
   00004    0.5768   -5355.5747  0.3037 
   00005    0.5248   -5745.9489  0.3088 
   00006    0.5356   -5988.0383  0.3058 
   00007    0.5144   -6209.6590  0.3080 
   00008    0.5164   -6418.7783  0.3153 
   00009    0.4820   -6608.4434  0.3113 
   00010    0.4784   -6746.6703  0.3168 
   00011    0.4924   -6822.0482  0.3211 
   00012    0.4676   -6944.9960  0.3249 
   00013    0.4780   -7043.0294  0.3247 
   00014    0.4712   -7191.9828  0.3305 
   00015    0.4800   -7269.6066  0.3419 
   00016    0.4496   -7302.5594  0.3470 
   00017    0.4532   -7336.4192  0.3552 
   00018    0.4692   -7501.9306  0.3519 
   00019    0.4604   -7548.0699  0.3556 
   00020    0.4520   -7569.9946  0.3550 
