#=====================================================
# File created:        Tue-24-Feb-2026-at-04-27-51PM
# Size of lattice:     50x50
# Number of MC steps:  20
# Reduced temperature: 0.500
# Run time (s):        1.410990
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2504.1457  0.2782 
   00001    0.6784   -3699.8243  0.2795 
   00002    0.6284   -4567.4756  0.2924 
   00003    0.5636   -5053.8207  0.2945 
   00004    0.5604   -5484.4567  0.3057 
   00005    0.5420   -5906.3277  0.3147 
   00006    0.5180   -6127.8424  0.3218 
   00007    0.5116   -6300.2541  0.3193 
   00008    0.4916   -6610.0041  0.3265 
   00009    0.4788   -6765.6145  0.3269 
   00010    0.4840   -6926.7006  0.3300 
   00011    0.4884   -7049.2960  0.3357 
   00012    0.4760   -7204.8954  0.3459 
   00013    0.4628   -7306.4030  0.3516 
   00014    0.4592   -7366.4318  0.3521 
   00015    0.4400   -7387.3278  0.3518 
   00016    0.4612   -7492.4581  0.3560 
   00017    0.4532   -7552.0554  0.3494 
   00018    0.4696   -7639.0424  0.3568 
   00019    0.4480   -7702.5998  0.3618 
   00020    0.4404   -7753.7154  0.3658 
