#=====================================================
# File created:        Tue-24-Feb-2026-at-04-43-55PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.650
# Run time (s):        5.023509
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2636.9179  0.2606 
   00001    0.6812   -3908.8576  0.2638 
   00002    0.5940   -4565.3302  0.2687 
   00003    0.5772   -5064.1085  0.2828 
   00004    0.5444   -5490.9852  0.2854 
   00005    0.5212   -5687.7308  0.2842 
   00006    0.5068   -5998.3817  0.2922 
   00007    0.4908   -6182.5524  0.3005 
   00008    0.4768   -6283.1742  0.3077 
   00009    0.4660   -6431.4789  0.3050 
   00010    0.4656   -6523.1098  0.2983 
   00011    0.4708   -6587.2722  0.2977 
   00012    0.4676   -6785.1398  0.3106 
   00013    0.4688   -6758.4843  0.3200 
   00014    0.4648   -6800.7232  0.3253 
   00015    0.4664   -6927.5272  0.3316 
   00016    0.4568   -6952.8039  0.3324 
   00017    0.4340   -7082.0671  0.3318 
   00018    0.4448   -7097.7646  0.3308 
   00019    0.4368   -7107.6937  0.3294 
   00020    0.4428   -7156.0425  0.3337 
   00021    0.4448   -7199.7431  0.3200 
   00022    0.4432   -7175.7599  0.3262 
   00023    0.4460   -7197.5569  0.3270 
   00024    0.4372   -7149.7962  0.3277 
   00025    0.4392   -7152.8547  0.3301 
   00026    0.4440   -7241.3797  0.3323 
   00027    0.4372   -7334.2568  0.3317 
   00028    0.4336   -7355.4644  0.3356 
   00029    0.4032   -7362.0515  0.3347 
   00030    0.4308   -7384.1544  0.3352 
   00031    0.4156   -7371.1853  0.3339 
   00032    0.4212   -7320.4381  0.3355 
   00033    0.4456   -7318.5098  0.3395 
   00034    0.4136   -7404.1732  0.3425 
   00035    0.4120   -7416.5050  0.3326 
   00036    0.4256   -7436.6746  0.3440 
   00037    0.4264   -7452.8702  0.3531 
   00038    0.4356   -7403.7031  0.3553 
   00039    0.4160   -7397.7868  0.3618 
   00040    0.4264   -7464.4640  0.3598 
   00041    0.4076   -7479.8426  0.3620 
   00042    0.4336   -7464.0499  0.3636 
   00043    0.4252   -7420.4968  0.3660 
   00044    0.4268   -7464.2343  0.3666 
   00045    0.4288   -7406.3928  0.3672 
   00046    0.4224   -7437.6127  0.3659 
   00047    0.4400   -7452.7702  0.3679 
   00048    0.4312   -7430.4653  0.3718 
   00049    0.4336   -7414.4656  0.3741 
   00050    0.4128   -7488.9520  0.3791 
