#=====================================================
# File created:        Tue-24-Feb-2026-at-04-34-50PM
# Size of lattice:     50x50
# Number of MC steps:  20
# Reduced temperature: 0.500
# Run time (s):        2.216968
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2340.4984  0.2563 
   00001    0.6812   -3635.5998  0.2633 
   00002    0.6464   -4438.3524  0.2685 
   00003    0.5900   -5027.8478  0.2680 
   00004    0.5580   -5499.1473  0.2633 
   00005    0.5584   -5725.2843  0.2669 
   00006    0.5240   -6000.0044  0.2791 
   00007    0.5132   -6281.3341  0.2803 
   00008    0.4960   -6468.6707  0.2863 
   00009    0.5132   -6614.5028  0.2880 
   00010    0.4980   -6733.4598  0.2866 
   00011    0.4820   -6815.1491  0.2868 
   00012    0.4772   -6934.2000  0.2850 
   00013    0.4756   -7041.3286  0.2868 
   00014    0.4720   -7189.7970  0.2910 
   00015    0.4544   -7207.8211  0.2987 
   00016    0.4508   -7310.6685  0.3062 
   00017    0.4396   -7375.7194  0.3045 
   00018    0.4528   -7456.6173  0.3012 
   00019    0.4468   -7429.3625  0.3008 
   00020    0.4648   -7467.1953  0.2957 
