#=====================================================
# File created:        Tue-24-Feb-2026-at-04-37-11PM
# Size of lattice:     50x50
# Number of MC steps:  20
# Reduced temperature: 0.500
# Run time (s):        1.599074
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2495.4511  0.2555 
   00001    0.6752   -3659.7193  0.2625 
   00002    0.6252   -4471.0766  0.2592 
   00003    0.5920   -4994.6930  0.2547 
   00004    0.5792   -5413.1684  0.2610 
   00005    0.5460   -5752.5079  0.2684 
   00006    0.5280   -6076.8206  0.2794 
   00007    0.4988   -6271.6873  0.2800 
   00008    0.4956   -6411.8323  0.2764 
   00009    0.5068   -6547.2895  0.2707 
   00010    0.4716   -6743.3371  0.2675 
   00011    0.4996   -6893.8907  0.2720 
   00012    0.4916   -6979.2806  0.2714 
   00013    0.4840   -7085.2472  0.2686 
   00014    0.4680   -7192.3633  0.2699 
   00015    0.4656   -7251.8054  0.2661 
   00016    0.4552   -7329.9224  0.2637 
   00017    0.4680   -7378.8909  0.2620 
   00018    0.4604   -7444.3665  0.2623 
   00019    0.4512   -7514.6358  0.2595 
   00020    0.4452   -7566.9042  0.2623 
