#=====================================================
# File created:        Tue-24-Feb-2026-at-04-26-31PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.549344
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2616.9846  0.2595 
   00001    0.6840   -3752.9560  0.2652 
   00002    0.6272   -4531.5339  0.2689 
   00003    0.5704   -5095.4349  0.2706 
   00004    0.5636   -5487.7327  0.2708 
   00005    0.5588   -5933.0607  0.2698 
   00006    0.5296   -6213.0272  0.2662 
   00007    0.4844   -6434.1762  0.2736 
   00008    0.5056   -6616.3026  0.2755 
   00009    0.4916   -6779.4181  0.2766 
   00010    0.4840   -6920.0768  0.2756 
   00011    0.4612   -7059.4319  0.2745 
   00012    0.4712   -7178.4544  0.2675 
   00013    0.4748   -7259.5117  0.2595 
   00014    0.4580   -7329.1345  0.2560 
   00015    0.4372   -7360.6652  0.2605 
   00016    0.4500   -7412.7608  0.2645 
   00017    0.4452   -7476.6716  0.2716 
   00018    0.4572   -7497.7859  0.2721 
   00019    0.4348   -7556.3057  0.2802 
   00020    0.4404   -7620.2252  0.2781 
   00021    0.4648   -7646.0377  0.2786 
   00022    0.4392   -7690.5090  0.2850 
   00023    0.4468   -7737.0402  0.2788 
   00024    0.4684   -7729.2972  0.2759 
   00025    0.4448   -7768.0047  0.2716 
   00026    0.4496   -7800.2860  0.2745 
   00027    0.4304   -7815.9759  0.2749 
   00028    0.4380   -7862.5441  0.2752 
   00029    0.4300   -7838.7648  0.2806 
   00030    0.4256   -7829.6006  0.2728 
   00031    0.4244   -7837.2345  0.2738 
   00032    0.4244   -7869.1066  0.2710 
   00033    0.4212   -7894.9556  0.2744 
   00034    0.4508   -7879.9222  0.2785 
   00035    0.4332   -7925.2078  0.2783 
   00036    0.4328   -7970.6239  0.2824 
   00037    0.4388   -7966.0566  0.2810 
   00038    0.4404   -7968.2202  0.2759 
   00039    0.4200   -7950.8074  0.2827 
   00040    0.4420   -7978.8795  0.2831 
   00041    0.4456   -7961.9502  0.2827 
   00042    0.4472   -8004.3869  0.2763 
   00043    0.4260   -8058.3261  0.2815 
   00044    0.4160   -8069.0825  0.2818 
   00045    0.4208   -8038.0665  0.2863 
   00046    0.4344   -8028.5289  0.2879 
   00047    0.4284   -8031.3592  0.2862 
   00048    0.4288   -8085.0454  0.2889 
   00049    0.4196   -8104.2118  0.2885 
   00050    0.4396   -8101.5512  0.2959 
