#=====================================================
# File created:        Tue-24-Feb-2026-at-04-48-47PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.700
# Run time (s):        4.193571
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2497.9586  0.2606 
   00001    0.6716   -3795.3505  0.2687 
   00002    0.6028   -4569.2217  0.2729 
   00003    0.5668   -5051.1304  0.2913 
   00004    0.5528   -5507.3554  0.2862 
   00005    0.5232   -5731.5400  0.2957 
   00006    0.5016   -5931.5068  0.2884 
   00007    0.4996   -6135.4628  0.2955 
   00008    0.4832   -6251.2855  0.3018 
   00009    0.4668   -6360.2276  0.3130 
   00010    0.4728   -6446.1353  0.3261 
   00011    0.4820   -6604.3729  0.3378 
   00012    0.4668   -6691.9051  0.3471 
   00013    0.4512   -6700.2353  0.3435 
   00014    0.4408   -6777.5436  0.3423 
   00015    0.4452   -6822.5784  0.3403 
   00016    0.4412   -6803.6413  0.3303 
   00017    0.4356   -6878.0039  0.3329 
   00018    0.4304   -6892.9722  0.3391 
   00019    0.4500   -6978.2933  0.3426 
   00020    0.4380   -7016.1105  0.3362 
   00021    0.4476   -7089.4173  0.3353 
   00022    0.4412   -7091.3499  0.3455 
   00023    0.4252   -7060.9488  0.3368 
   00024    0.4256   -7108.1449  0.3426 
   00025    0.4400   -7173.3948  0.3437 
   00026    0.4508   -7171.0847  0.3398 
   00027    0.4356   -7203.9710  0.3402 
   00028    0.4292   -7208.9908  0.3394 
   00029    0.4024   -7257.5514  0.3336 
   00030    0.4196   -7220.6363  0.3248 
   00031    0.4404   -7260.8162  0.3246 
   00032    0.4344   -7287.5090  0.3294 
   00033    0.4280   -7256.5000  0.3199 
   00034    0.4368   -7270.9373  0.3257 
   00035    0.4216   -7286.5920  0.3391 
   00036    0.4248   -7319.5428  0.3499 
   00037    0.4308   -7370.2961  0.3429 
   00038    0.4188   -7368.4305  0.3371 
   00039    0.4276   -7291.6186  0.3399 
   00040    0.4308   -7224.0575  0.3499 
   00041    0.4308   -7203.9543  0.3500 
   00042    0.4392   -7225.6156  0.3530 
   00043    0.4008   -7277.9980  0.3509 
   00044    0.4156   -7317.9380  0.3500 
   00045    0.4300   -7350.4097  0.3436 
   00046    0.4248   -7305.3385  0.3409 
   00047    0.4180   -7287.1030  0.3437 
   00048    0.4356   -7293.8301  0.3533 
   00049    0.4256   -7331.7000  0.3596 
   00050    0.4248   -7294.2114  0.3607 
