#=====================================================
# File created:        Tue-24-Feb-2026-at-04-42-49PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.650
# Run time (s):        4.746727
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2551.0899  0.2768 
   00001    0.6832   -3795.2679  0.2825 
   00002    0.6200   -4576.0996  0.2777 
   00003    0.5712   -5103.6656  0.2785 
   00004    0.5616   -5499.0010  0.2786 
   00005    0.5212   -5754.1372  0.2839 
   00006    0.5032   -6025.0594  0.2861 
   00007    0.4764   -6173.3728  0.2919 
   00008    0.4812   -6360.2666  0.2871 
   00009    0.4704   -6484.3220  0.2787 
   00010    0.4620   -6558.3174  0.2833 
   00011    0.4712   -6757.5648  0.2818 
   00012    0.4712   -6831.2369  0.2718 
   00013    0.4588   -6907.9047  0.2669 
   00014    0.4664   -7002.5074  0.2701 
   00015    0.4552   -7005.1426  0.2751 
   00016    0.4480   -7065.4578  0.2837 
   00017    0.4572   -7024.2908  0.2855 
   00018    0.4496   -7070.9095  0.2810 
   00019    0.4344   -7148.1235  0.2814 
   00020    0.4508   -7123.5951  0.2842 
   00021    0.4352   -7111.2865  0.2781 
   00022    0.4296   -7195.3441  0.2850 
   00023    0.4528   -7130.6847  0.2828 
   00024    0.4280   -7205.3286  0.2824 
   00025    0.4320   -7254.8420  0.2783 
   00026    0.4340   -7292.3730  0.2859 
   00027    0.4432   -7287.2124  0.2922 
   00028    0.4324   -7324.4396  0.2949 
   00029    0.4248   -7291.3763  0.2922 
   00030    0.4264   -7275.1283  0.2995 
   00031    0.4232   -7293.0370  0.2909 
   00032    0.4360   -7293.6101  0.2874 
   00033    0.4356   -7307.1696  0.2862 
   00034    0.4204   -7343.4230  0.2884 
   00035    0.4316   -7333.1888  0.2904 
   00036    0.4456   -7387.7112  0.2912 
   00037    0.4364   -7395.0268  0.2936 
   00038    0.4228   -7380.2189  0.2944 
   00039    0.4284   -7321.6980  0.3047 
   00040    0.4324   -7308.2285  0.3068 
   00041    0.4432   -7327.6311  0.3087 
   00042    0.4204   -7344.5365  0.3104 
   00043    0.4436   -7343.1669  0.3116 
   00044    0.4324   -7331.2318  0.3043 
   00045    0.4348   -7319.3394  0.3003 
   00046    0.4264   -7371.1696  0.3008 
   00047    0.4388   -7394.6671  0.2993 
   00048    0.4328   -7424.5619  0.2955 
   00049    0.4284   -7414.9967  0.2990 
   00050    0.4120   -7421.4534  0.3030 
