#=====================================================
# File created:        Tue-03-Mar-2026-at-10-28-19AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 1.200
# Run time (s):        3.678912
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2397.2184  0.2761 
   00001    0.6892   -3733.4197  0.2681 
   00002    0.6540   -4269.8985  0.2904 
   00003    0.6088   -4622.8883  0.2746 
   00004    0.5764   -4818.2244  0.2829 
   00005    0.6088   -4931.9212  0.2781 
   00006    0.5524   -4948.3576  0.2784 
   00007    0.5704   -4987.2152  0.2840 
   00008    0.5900   -5125.3393  0.2631 
   00009    0.5664   -5172.8487  0.2762 
   00010    0.5644   -5126.6409  0.2691 
   00011    0.5648   -5086.7392  0.2708 
   00012    0.5888   -5058.7148  0.2612 
   00013    0.5704   -5054.7862  0.2719 
   00014    0.5584   -5148.5673  0.2746 
   00015    0.5588   -5220.7693  0.2561 
   00016    0.5792   -5140.6986  0.2662 
   00017    0.5760   -5130.9971  0.2709 
   00018    0.5556   -5144.0409  0.2691 
   00019    0.5556   -5120.6505  0.2684 
   00020    0.5528   -5225.1553  0.2798 
   00021    0.5424   -5265.7037  0.2842 
   00022    0.5600   -5265.0108  0.2805 
   00023    0.5516   -5206.9250  0.2703 
   00024    0.5616   -5196.7989  0.2648 
   00025    0.5824   -5115.5562  0.2859 
   00026    0.5488   -5072.8682  0.2892 
   00027    0.5540   -5095.3288  0.2806 
   00028    0.5744   -5155.8796  0.2871 
   00029    0.5864   -5131.2328  0.2793 
   00030    0.5684   -5187.9230  0.2773 
   00031    0.5576   -5085.0401  0.2694 
   00032    0.5528   -5151.6364  0.2721 
   00033    0.5652   -5295.3709  0.2667 
   00034    0.5328   -5315.0984  0.2594 
   00035    0.5416   -5273.6822  0.2559 
   00036    0.5228   -5325.2672  0.2582 
   00037    0.5568   -5262.9396  0.2618 
   00038    0.5648   -5192.2510  0.2742 
   00039    0.5480   -5265.1778  0.2869 
   00040    0.5540   -5224.9605  0.2906 
   00041    0.5544   -5278.7811  0.2676 
   00042    0.5592   -5274.8197  0.2706 
   00043    0.5604   -5245.0505  0.2755 
   00044    0.5596   -5195.4291  0.2756 
   00045    0.5704   -4992.2268  0.2765 
   00046    0.5628   -4979.0598  0.2642 
   00047    0.5768   -4973.4764  0.2774 
   00048    0.5784   -5117.8194  0.2895 
   00049    0.5468   -5211.0516  0.2800 
   00050    0.5544   -5256.0557  0.2674 
