#=====================================================
# File created:        Tue-03-Mar-2026-at-10-27-49AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 1.200
# Run time (s):        3.658129
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2425.2565  0.2692 
   00001    0.7092   -3888.7639  0.2746 
   00002    0.6448   -4422.2755  0.2683 
   00003    0.6080   -4658.6027  0.2687 
   00004    0.6004   -4910.5666  0.2873 
   00005    0.5764   -5006.4392  0.2855 
   00006    0.5632   -5054.9242  0.2944 
   00007    0.5624   -5062.8446  0.2865 
   00008    0.5776   -4960.5816  0.2935 
   00009    0.5764   -4930.6218  0.2841 
   00010    0.5756   -4991.0902  0.2921 
   00011    0.5632   -4975.2387  0.2693 
   00012    0.5820   -5068.7342  0.2617 
   00013    0.5716   -5091.6194  0.2637 
   00014    0.5544   -5100.8272  0.2521 
   00015    0.5576   -5081.1406  0.2580 
   00016    0.5668   -5061.8046  0.2626 
   00017    0.5592   -5065.4506  0.2690 
   00018    0.5604   -5086.7284  0.2669 
   00019    0.5628   -5137.3437  0.2828 
   00020    0.5776   -5039.1497  0.2832 
   00021    0.5520   -5127.9862  0.2773 
   00022    0.5648   -5127.4646  0.2830 
   00023    0.5544   -5232.3770  0.2711 
   00024    0.5556   -5236.0722  0.2765 
   00025    0.5676   -5221.1856  0.2634 
   00026    0.5640   -5199.4904  0.2595 
   00027    0.5724   -5100.1303  0.2667 
   00028    0.5604   -5165.3748  0.2664 
   00029    0.5552   -5063.6627  0.2772 
   00030    0.5668   -5044.4984  0.2718 
   00031    0.5580   -5069.5164  0.2689 
   00032    0.5556   -5230.3465  0.2885 
   00033    0.5744   -5137.6213  0.2838 
   00034    0.5612   -5199.5877  0.2786 
   00035    0.5564   -5125.9889  0.2855 
   00036    0.5444   -5179.0937  0.2803 
   00037    0.5716   -5316.9289  0.2767 
   00038    0.5500   -5347.7217  0.2742 
   00039    0.5536   -5176.0441  0.2804 
   00040    0.5472   -5163.5950  0.2587 
   00041    0.5452   -5181.7212  0.2537 
   00042    0.5504   -5137.6872  0.2561 
   00043    0.5564   -5163.8660  0.2625 
   00044    0.5620   -5159.7553  0.2664 
   00045    0.5824   -5128.7692  0.2782 
   00046    0.5556   -5162.5346  0.2808 
   00047    0.5696   -5062.2600  0.2780 
   00048    0.5752   -5042.1741  0.2839 
   00049    0.5628   -5118.4345  0.2906 
   00050    0.5516   -5201.9534  0.2781 
