#=====================================================
# File created:        Tue-03-Mar-2026-at-10-18-45AM
# Size of lattice:     20x20
# Number of MC steps:  20
# Reduced temperature: 0.500
# Run time (s):        0.257721
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -378.6830  0.3005 
   00001    0.6750    -576.3847  0.3360 
   00002    0.6350    -731.8775  0.3921 
   00003    0.5975    -847.8976  0.3889 
   00004    0.5025    -892.9988  0.3997 
   00005    0.5125    -973.7655  0.4195 
   00006    0.5025   -1015.1597  0.4185 
   00007    0.5075   -1050.3096  0.4350 
   00008    0.4700   -1057.0352  0.4424 
   00009    0.5225   -1096.6851  0.4705 
   00010    0.4850   -1125.3335  0.4799 
   00011    0.4800   -1123.4125  0.4966 
   00012    0.4450   -1145.2803  0.5011 
   00013    0.4675   -1153.7743  0.4992 
   00014    0.5275   -1180.2110  0.5213 
   00015    0.4550   -1193.0826  0.5431 
   00016    0.4575   -1188.2331  0.5442 
   00017    0.4625   -1196.3423  0.5443 
   00018    0.4725   -1221.0753  0.5414 
   00019    0.4425   -1223.0696  0.5500 
   00020    0.4625   -1239.2469  0.5780 
