#=====================================================
# File created:        Tue-03-Mar-2026-at-10-08-42AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.810078
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2456.8363  0.2663 
   00001    0.6696   -3770.6795  0.2688 
   00002    0.6276   -4564.9216  0.2618 
   00003    0.5776   -5147.4473  0.2665 
   00004    0.5548   -5602.9179  0.2785 
   00005    0.5396   -5962.8719  0.2697 
   00006    0.5144   -6271.7463  0.2724 
   00007    0.4872   -6506.5084  0.2744 
   00008    0.4984   -6686.1414  0.2677 
   00009    0.4976   -6867.1843  0.2805 
   00010    0.4840   -7009.6132  0.2825 
   00011    0.4640   -7158.8766  0.2870 
   00012    0.4720   -7254.7006  0.2955 
   00013    0.4556   -7310.5608  0.2894 
   00014    0.4476   -7437.4743  0.2984 
   00015    0.4564   -7479.7311  0.2994 
   00016    0.4472   -7583.9241  0.2956 
   00017    0.4592   -7618.4983  0.2992 
   00018    0.4572   -7606.6368  0.3046 
   00019    0.4440   -7709.7561  0.3014 
   00020    0.4264   -7713.5783  0.3043 
   00021    0.4400   -7745.7087  0.2961 
   00022    0.4436   -7819.8359  0.2910 
   00023    0.4392   -7852.4070  0.2999 
   00024    0.4296   -7921.7786  0.3137 
   00025    0.4324   -7987.0069  0.3167 
   00026    0.4372   -7966.1621  0.3202 
   00027    0.4448   -7941.3030  0.3190 
   00028    0.4312   -7975.3025  0.3148 
   00029    0.4380   -7977.5240  0.3137 
   00030    0.4308   -8003.9303  0.3188 
   00031    0.4232   -8005.0045  0.3186 
   00032    0.4208   -8092.0353  0.3170 
   00033    0.4312   -8067.8364  0.3191 
   00034    0.4120   -8091.0081  0.3179 
   00035    0.4316   -8171.4457  0.3253 
   00036    0.4224   -8188.9452  0.3271 
   00037    0.4200   -8190.0380  0.3346 
   00038    0.3984   -8216.2017  0.3294 
   00039    0.4136   -8240.2340  0.3248 
   00040    0.4224   -8216.8561  0.3357 
   00041    0.4136   -8209.8143  0.3393 
   00042    0.4228   -8193.5949  0.3389 
   00043    0.4360   -8255.7232  0.3509 
   00044    0.4164   -8260.1478  0.3563 
   00045    0.4392   -8258.9457  0.3588 
   00046    0.4244   -8262.6565  0.3609 
   00047    0.4228   -8236.3941  0.3640 
   00048    0.4152   -8239.3072  0.3654 
   00049    0.4116   -8220.6622  0.3615 
   00050    0.4304   -8173.2734  0.3665 
