#=====================================================
# File created:        Tue-03-Mar-2026-at-10-45-24AM
# Size of lattice:     50x50
# Number of MC steps:  60
# Reduced temperature: 0.500
# Run time (s):        4.439126
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2529.1677  0.2679 
   00001    0.6740   -3756.8822  0.2688 
   00002    0.6204   -4541.5923  0.2870 
   00003    0.5776   -5137.3465  0.2949 
   00004    0.5300   -5582.5117  0.3009 
   00005    0.5244   -5905.2830  0.3232 
   00006    0.5120   -6135.9846  0.3246 
   00007    0.4948   -6379.0937  0.3198 
   00008    0.5016   -6566.0967  0.3354 
   00009    0.4916   -6700.7664  0.3443 
   00010    0.4820   -6813.3048  0.3452 
   00011    0.4756   -6946.1764  0.3469 
   00012    0.4768   -7039.9180  0.3529 
   00013    0.4552   -7138.1102  0.3566 
   00014    0.4716   -7188.1073  0.3568 
   00015    0.4536   -7291.7536  0.3603 
   00016    0.4640   -7407.2137  0.3649 
   00017    0.4568   -7521.0535  0.3649 
   00018    0.4536   -7562.3619  0.3738 
   00019    0.4416   -7585.4700  0.3746 
   00020    0.4644   -7573.4625  0.3713 
   00021    0.4468   -7658.4743  0.3771 
   00022    0.4444   -7753.4847  0.3812 
   00023    0.4344   -7772.9809  0.3882 
   00024    0.4268   -7824.8611  0.3920 
   00025    0.4420   -7802.3703  0.3889 
   00026    0.4464   -7816.5022  0.3889 
   00027    0.4496   -7811.1930  0.3877 
   00028    0.4492   -7858.2795  0.3798 
   00029    0.4084   -7864.5393  0.3806 
   00030    0.4356   -7874.8665  0.3837 
   00031    0.4332   -7879.0558  0.3896 
   00032    0.4384   -7922.5433  0.3968 
   00033    0.4280   -7945.8612  0.3951 
   00034    0.4352   -7971.4877  0.3944 
   00035    0.4188   -7961.7440  0.4005 
   00036    0.4304   -7996.2170  0.4040 
   00037    0.4248   -8016.9293  0.3974 
   00038    0.4428   -8021.5732  0.4047 
   00039    0.4352   -8071.8478  0.4052 
   00040    0.4380   -8079.4612  0.4078 
   00041    0.4264   -8041.9723  0.4137 
   00042    0.4324   -8036.0636  0.4132 
   00043    0.4288   -7999.7658  0.4182 
   00044    0.4256   -8039.3787  0.4226 
   00045    0.4248   -8060.0788  0.4273 
   00046    0.4328   -8059.4424  0.4290 
   00047    0.4368   -8082.4389  0.4288 
   00048    0.4232   -8114.3871  0.4282 
   00049    0.4220   -8081.4290  0.4279 
   00050    0.4232   -8095.0676  0.4351 
   00051    0.4328   -8124.2895  0.4331 
   00052    0.4300   -8175.6038  0.4351 
   00053    0.4284   -8188.2937  0.4312 
   00054    0.4272   -8232.7060  0.4385 
   00055    0.4112   -8247.5366  0.4364 
   00056    0.4096   -8221.2172  0.4361 
   00057    0.4304   -8197.0202  0.4310 
   00058    0.4164   -8168.3475  0.4296 
   00059    0.4024   -8176.4537  0.4218 
   00060    0.4076   -8171.7504  0.4232 
