#=====================================================
# File created:        Mon-02-Mar-2026-at-09-46-25PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        2.908468
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2513.2727  0.2619 
   00001    0.6760   -3693.6710  0.2633 
   00002    0.6252   -4458.6631  0.2752 
   00003    0.5992   -5071.4688  0.2881 
   00004    0.5500   -5429.9018  0.2958 
   00005    0.5416   -5726.5622  0.3084 
   00006    0.5204   -6001.8626  0.3072 
   00007    0.5176   -6193.9915  0.3016 
   00008    0.5008   -6403.8937  0.3016 
   00009    0.4808   -6562.2790  0.3047 
   00010    0.4780   -6691.1113  0.3042 
   00011    0.4868   -6804.9100  0.3125 
   00012    0.4668   -6944.7649  0.3142 
   00013    0.4660   -7019.5832  0.3135 
   00014    0.4728   -7093.3349  0.3191 
   00015    0.4732   -7181.4719  0.3288 
   00016    0.4624   -7238.6998  0.3219 
   00017    0.4584   -7310.4957  0.3210 
   00018    0.4776   -7386.8059  0.3164 
   00019    0.4684   -7479.4520  0.3183 
   00020    0.4380   -7509.1495  0.3216 
   00021    0.4476   -7521.6920  0.3151 
   00022    0.4616   -7538.6257  0.3157 
   00023    0.4444   -7592.4362  0.3142 
   00024    0.4268   -7609.5029  0.3161 
   00025    0.4384   -7657.4071  0.3299 
   00026    0.4296   -7712.9597  0.3273 
   00027    0.4356   -7716.8643  0.3340 
   00028    0.4468   -7753.4184  0.3395 
   00029    0.4416   -7848.8459  0.3359 
   00030    0.4236   -7859.4440  0.3392 
   00031    0.4212   -7902.9594  0.3431 
   00032    0.4288   -7932.0023  0.3344 
   00033    0.4208   -7893.8815  0.3306 
   00034    0.4260   -7897.7311  0.3340 
   00035    0.4332   -7921.0929  0.3393 
   00036    0.4312   -7926.0044  0.3433 
   00037    0.4276   -7897.8958  0.3413 
   00038    0.4376   -7903.3139  0.3398 
   00039    0.4232   -7947.9428  0.3395 
   00040    0.4192   -7995.7212  0.3402 
   00041    0.4348   -8007.2317  0.3454 
   00042    0.4188   -8007.6232  0.3501 
   00043    0.4160   -8022.9743  0.3539 
   00044    0.4356   -8017.7163  0.3612 
   00045    0.4160   -8024.4852  0.3576 
   00046    0.4196   -8015.4346  0.3539 
   00047    0.4456   -8028.1162  0.3572 
   00048    0.4384   -8024.3146  0.3550 
   00049    0.4324   -8033.1729  0.3466 
   00050    0.4240   -8087.2394  0.3584 
