#=====================================================
# File created:        Tue-03-Mar-2026-at-11-11-09AM
# Size of lattice:     100x100
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        11.975266
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -9915.3781  0.2617 
   00001    0.6776  -14722.2828  0.2572 
   00002    0.6244  -17935.1172  0.2560 
   00003    0.5806  -20379.1286  0.2544 
   00004    0.5542  -22136.2257  0.2566 
   00005    0.5390  -23442.3681  0.2565 
   00006    0.5183  -24672.9765  0.2555 
   00007    0.5100  -25534.1191  0.2597 
   00008    0.4870  -26267.6097  0.2609 
   00009    0.4839  -26871.5497  0.2616 
   00010    0.4870  -27453.7385  0.2572 
   00011    0.4760  -28001.3292  0.2554 
   00012    0.4729  -28392.4188  0.2568 
   00013    0.4702  -28695.9337  0.2543 
   00014    0.4716  -28965.2217  0.2550 
   00015    0.4570  -29277.5906  0.2574 
   00016    0.4575  -29566.2127  0.2611 
   00017    0.4520  -29779.4689  0.2588 
   00018    0.4572  -30081.7414  0.2631 
   00019    0.4410  -30318.6233  0.2651 
   00020    0.4466  -30481.0243  0.2682 
   00021    0.4478  -30595.7826  0.2719 
   00022    0.4452  -30770.8663  0.2758 
   00023    0.4422  -30768.2767  0.2721 
   00024    0.4388  -30884.5555  0.2746 
   00025    0.4414  -30952.9511  0.2749 
   00026    0.4413  -31025.5697  0.2726 
   00027    0.4456  -31114.2390  0.2753 
   00028    0.4391  -31278.7300  0.2785 
   00029    0.4422  -31355.8878  0.2824 
   00030    0.4372  -31395.5477  0.2801 
   00031    0.4313  -31522.8844  0.2822 
   00032    0.4361  -31598.5662  0.2818 
   00033    0.4363  -31639.1370  0.2840 
   00034    0.4287  -31651.9245  0.2837 
   00035    0.4294  -31753.2099  0.2842 
   00036    0.4305  -31849.8394  0.2845 
   00037    0.4337  -31949.2098  0.2872 
   00038    0.4359  -31936.5473  0.2869 
   00039    0.4309  -31976.1005  0.2865 
   00040    0.4300  -32010.0566  0.2848 
   00041    0.4392  -32123.1397  0.2841 
   00042    0.4325  -32207.8497  0.2840 
   00043    0.4395  -32249.3076  0.2843 
   00044    0.4273  -32427.3390  0.2892 
   00045    0.4277  -32385.0774  0.2892 
   00046    0.4345  -32365.1498  0.2872 
   00047    0.4246  -32407.4574  0.2890 
   00048    0.4331  -32389.6264  0.2864 
   00049    0.4197  -32339.0014  0.2855 
   00050    0.4288  -32493.4318  0.2871 
