#=====================================================
# File created:        Tue-03-Mar-2026-at-10-26-26AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 1.000
# Run time (s):        3.608140
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2544.7290  0.2725 
   00001    0.7020   -3756.0770  0.2873 
   00002    0.6220   -4410.9534  0.2804 
   00003    0.5768   -4809.4088  0.2877 
   00004    0.5808   -5038.4607  0.2930 
   00005    0.5512   -5116.9448  0.2775 
   00006    0.5396   -5285.7994  0.2837 
   00007    0.5232   -5363.5774  0.2754 
   00008    0.5288   -5429.9008  0.2793 
   00009    0.5192   -5430.8807  0.2808 
   00010    0.5348   -5433.5684  0.2881 
   00011    0.5112   -5489.0013  0.2728 
   00012    0.5320   -5602.4741  0.2759 
   00013    0.5060   -5703.3710  0.2710 
   00014    0.5088   -5720.4206  0.2837 
   00015    0.5224   -5727.1176  0.2704 
   00016    0.5032   -5694.8531  0.2746 
   00017    0.5088   -5711.9300  0.2872 
   00018    0.5060   -5747.3283  0.2788 
   00019    0.5056   -5753.1726  0.2849 
   00020    0.4916   -5761.0021  0.2907 
   00021    0.5136   -5804.8930  0.2876 
   00022    0.5008   -5750.1528  0.2853 
   00023    0.5112   -5834.9238  0.2827 
   00024    0.5104   -5679.2712  0.2826 
   00025    0.5100   -5681.9928  0.2825 
   00026    0.4992   -5739.4188  0.2762 
   00027    0.5016   -5638.3388  0.2872 
   00028    0.5040   -5609.4325  0.2795 
   00029    0.5084   -5745.2203  0.2807 
   00030    0.5120   -5827.2129  0.2858 
   00031    0.5040   -5750.2775  0.2845 
   00032    0.5092   -5800.4470  0.2810 
   00033    0.5084   -5797.7374  0.2754 
   00034    0.5176   -5759.2753  0.2798 
   00035    0.5184   -5757.4630  0.2695 
   00036    0.4948   -5688.8991  0.2797 
   00037    0.5056   -5648.3483  0.2878 
   00038    0.5152   -5659.5913  0.2950 
   00039    0.5040   -5739.4762  0.2903 
   00040    0.4956   -5900.8191  0.2987 
   00041    0.5220   -5911.4513  0.2849 
   00042    0.4952   -5870.8009  0.2950 
   00043    0.4912   -5839.2988  0.2889 
   00044    0.4916   -5807.2449  0.2782 
   00045    0.5152   -5744.4146  0.2820 
   00046    0.5052   -5753.4303  0.2779 
   00047    0.4956   -5789.5039  0.2858 
   00048    0.5092   -5837.3884  0.2815 
   00049    0.4952   -5855.7942  0.2862 
   00050    0.4948   -5874.6687  0.2917 
