#=====================================================
# File created:        Tue-03-Mar-2026-at-10-12-20AM
# Size of lattice:     50x50
# Number of MC steps:  20
# Reduced temperature: 0.500
# Run time (s):        1.477557
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2474.2746  0.2625 
   00001    0.6928   -3733.0805  0.2547 
   00002    0.6224   -4555.5733  0.2562 
   00003    0.5732   -5126.2532  0.2558 
   00004    0.5568   -5566.3613  0.2555 
   00005    0.5320   -5907.9825  0.2616 
   00006    0.5108   -6231.9410  0.2632 
   00007    0.5088   -6450.5185  0.2697 
   00008    0.5024   -6655.5777  0.2669 
   00009    0.4892   -6756.7407  0.2769 
   00010    0.4700   -6920.8268  0.2835 
   00011    0.4884   -7025.0636  0.2905 
   00012    0.4580   -7123.2988  0.2981 
   00013    0.4644   -7184.6034  0.2974 
   00014    0.4548   -7299.2134  0.2990 
   00015    0.4632   -7364.3343  0.2878 
   00016    0.4560   -7445.3195  0.2953 
   00017    0.4740   -7493.3016  0.2989 
   00018    0.4372   -7589.6232  0.2993 
   00019    0.4560   -7622.5436  0.3030 
   00020    0.4312   -7675.5634  0.3027 
