#=====================================================
# File created:        Mon-02-Mar-2026-at-09-49-00PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        2.865138
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2522.6875  0.2693 
   00001    0.6804   -3637.8153  0.2668 
   00002    0.6364   -4467.7275  0.2721 
   00003    0.5808   -5134.2046  0.2779 
   00004    0.5624   -5559.2432  0.2787 
   00005    0.5288   -5907.0455  0.2728 
   00006    0.5224   -6253.6102  0.2835 
   00007    0.5048   -6518.7875  0.2718 
   00008    0.4840   -6652.9548  0.2607 
   00009    0.4820   -6820.3359  0.2575 
   00010    0.4728   -6956.3420  0.2625 
   00011    0.4780   -7037.8352  0.2639 
   00012    0.4580   -7097.4332  0.2705 
   00013    0.4612   -7184.8791  0.2735 
   00014    0.4616   -7294.8595  0.2715 
   00015    0.4412   -7354.7420  0.2750 
   00016    0.4388   -7434.1686  0.2752 
   00017    0.4592   -7489.6173  0.2795 
   00018    0.4356   -7530.3076  0.2717 
   00019    0.4468   -7532.8667  0.2713 
   00020    0.4476   -7624.5069  0.2761 
   00021    0.4472   -7664.4445  0.2768 
   00022    0.4408   -7668.0972  0.2759 
   00023    0.4388   -7700.0083  0.2770 
   00024    0.4412   -7724.7585  0.2755 
   00025    0.4484   -7772.7374  0.2700 
   00026    0.4452   -7825.5894  0.2681 
   00027    0.4360   -7853.4252  0.2722 
   00028    0.4252   -7884.9593  0.2777 
   00029    0.4452   -7925.9186  0.2778 
   00030    0.4500   -7982.3283  0.2835 
   00031    0.4336   -7976.3888  0.2795 
   00032    0.4220   -7991.2745  0.2833 
   00033    0.4208   -7967.1393  0.2783 
   00034    0.4172   -7968.4683  0.2797 
   00035    0.4460   -7987.5250  0.2849 
   00036    0.4476   -7973.1877  0.2846 
   00037    0.4228   -7984.1319  0.2865 
   00038    0.4364   -7990.9484  0.2901 
   00039    0.4272   -8014.9134  0.2996 
   00040    0.4308   -8052.4243  0.3050 
   00041    0.4412   -8054.2992  0.3030 
   00042    0.4312   -8109.9650  0.3018 
   00043    0.4360   -8091.4187  0.3014 
   00044    0.4116   -8119.2037  0.3010 
   00045    0.4212   -8121.7498  0.2981 
   00046    0.4268   -8097.1905  0.2976 
   00047    0.4472   -8083.5103  0.3052 
   00048    0.4296   -8063.8057  0.3024 
   00049    0.4348   -8128.1975  0.2940 
   00050    0.4328   -8086.3214  0.2980 
