#=====================================================
# File created:        Sun-01-Mar-2026-at-11-34-25PM
# Size of lattice:     10x10
# Number of MC steps:  100
# Reduced temperature: 10.000
# Run time (s):        0.008168
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000     -95.9162  0.2865
   00001    0.0000    -103.2313  0.3022
   00002    0.0000     -92.1331  0.2926
   00003    0.0000     -98.4626  0.3094
   00004    0.0000    -111.0670  0.3472
   00005    0.0000    -106.6772  0.3349
   00006    0.0000    -118.5928  0.2896
   00007    0.0000    -120.7759  0.3729
   00008    0.0000    -126.8436  0.3359
   00009    0.0000    -108.2287  0.3443
   00010    0.0000    -101.3732  0.2786
   00011    0.0000    -114.3988  0.2709
   00012    0.0000    -103.0443  0.3078
   00013    0.0000     -96.8446  0.3183
   00014    0.0000     -78.8100  0.3121
   00015    0.0000    -109.6250  0.3552
   00016    0.0000    -116.7342  0.3538
   00017    0.0000    -111.2853  0.3022
   00018    0.0000     -98.5643  0.3154
   00019    0.0000    -111.5794  0.3377
   00020    0.0000    -112.9426  0.3830
   00021    0.0000     -95.1722  0.3823
   00022    0.0000    -106.5262  0.3831
   00023    0.0000    -115.7513  0.3130
   00024    0.0000     -98.4945  0.3267
   00025    0.0000     -94.9561  0.3053
   00026    0.0000     -84.7045  0.3457
   00027    0.0000    -107.9850  0.3153
   00028    0.0000    -113.8327  0.3067
   00029    0.0000     -65.0497  0.2762
   00030    0.0000     -88.7337  0.3114
   00031    0.0000    -111.2506  0.2831
   00032    0.0000    -125.9198  0.3134
   00033    0.0000    -121.9661  0.2901
   00034    0.0000     -99.6618  0.2525
   00035    0.0000    -109.2845  0.3233
   00036    0.0000    -127.2839  0.3371
   00037    0.0000    -118.6323  0.3767
   00038    0.0000    -133.0857  0.2931
   00039    0.0000    -100.9050  0.2664
   00040    0.0000    -110.3427  0.2776
   00041    0.0000    -112.4849  0.3465
   00042    0.0000     -97.9192  0.2831
   00043    0.0000    -110.2483  0.2628
   00044    0.0000    -109.1389  0.2561
   00045    0.0000     -91.7521  0.2802
   00046    0.0000     -98.4810  0.3349
   00047    0.0000    -107.9388  0.4017
   00048    0.0000    -117.4551  0.3809
   00049    0.0000    -110.3362  0.3402
   00050    0.0000    -108.4270  0.3418
   00051    0.0000    -109.3932  0.3453
   00052    0.0000     -82.1425  0.3953
   00053    0.0000    -119.8131  0.3351
   00054    1.0000     -90.3930  0.2731
   00055    0.0000    -102.4806  0.2834
   00056    0.0000    -103.6397  0.2727
   00057    0.0000    -100.0903  0.3207
   00058    0.0000     -97.5430  0.2907
   00059    0.0000     -93.7154  0.2675
   00060    0.0000    -116.4536  0.3047
   00061    0.0000    -115.6458  0.3301
   00062    0.0000    -107.8070  0.2779
   00063    0.0000     -96.6473  0.3092
   00064    0.0000    -103.5277  0.3412
   00065    0.0000    -109.6640  0.2856
   00066    0.0000     -92.8072  0.2892
   00067    0.0000    -116.1760  0.3833
   00068    0.0000     -89.3448  0.3337
   00069    0.0000     -95.7697  0.3691
   00070    0.0000    -110.9997  0.3108
   00071    0.0000    -113.5638  0.3009
   00072    0.0000    -114.2525  0.3182
   00073    0.0000    -128.0994  0.3797
   00074    0.0000    -137.5119  0.3445
   00075    0.0000    -116.8487  0.2982
   00076    0.0000    -104.0463  0.3531
   00077    0.0000    -102.0698  0.3234
   00078    0.0000    -108.5112  0.2935
   00079    0.0000    -120.3169  0.3033
   00080    0.0000    -102.7591  0.3183
   00081    0.0000    -121.0135  0.2854
   00082    0.0000    -126.2011  0.3108
   00083    0.0000    -144.3127  0.2838
   00084    0.0000    -150.0078  0.3108
   00085    0.0000    -107.5748  0.3486
   00086    0.0000    -118.2381  0.2882
   00087    0.0000    -102.3182  0.3097
   00088    0.0000     -81.6701  0.3125
   00089    0.0000    -111.5637  0.2897
   00090    0.0000    -118.8812  0.3220
   00091    0.0000    -105.2773  0.3506
   00092    0.0000    -117.4983  0.3466
   00093    0.0000    -116.6364  0.3055
   00094    0.0000    -108.5823  0.2991
   00095    0.0000    -110.0497  0.2753
   00096    0.0000    -124.4384  0.3049
   00097    0.0000    -133.0196  0.3343
   00098    0.0000    -112.7443  0.3219
   00099    0.0000    -118.7170  0.3139
   00100    0.0000    -122.6073  0.3007
