#=====================================================
# File created:        Sun-01-Mar-2026-at-11-34-58PM
# Size of lattice:     10x10
# Number of MC steps:  100
# Reduced temperature: 10.000
# Run time (s):        0.005220
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -115.1022  0.2910
   00001    0.0000    -113.2985  0.3338
   00002    0.0000    -116.8389  0.2948
   00003    0.0000    -128.6999  0.3049
   00004    0.0000    -133.5831  0.3538
   00005    0.0000    -120.8292  0.3019
   00006    0.0000    -114.4500  0.2591
   00007    0.0000     -95.4578  0.2996
   00008    0.0000    -105.2611  0.3371
   00009    0.0000     -92.2140  0.3020
   00010    0.0000    -126.7333  0.2630
   00011    0.0000    -130.5137  0.3014
   00012    0.0000    -119.0633  0.2752
   00013    0.0000    -117.7237  0.3181
   00014    0.0000    -125.5679  0.3325
   00015    0.0000    -137.5974  0.3426
   00016    0.0000    -113.2172  0.2786
   00017    0.0000    -110.9492  0.2972
   00018    0.0000    -111.8302  0.3036
   00019    0.0000     -97.1832  0.3207
   00020    0.0000     -98.0045  0.3022
   00021    0.0000     -99.3405  0.2896
   00022    0.0000    -100.5030  0.2988
   00023    0.0000    -105.6597  0.3123
   00024    0.0000    -115.9494  0.3453
   00025    0.0000    -116.1485  0.3028
   00026    0.0000    -106.9881  0.3170
   00027    0.0000    -105.7710  0.2964
   00028    0.0000    -102.2897  0.2812
   00029    0.0000    -114.3161  0.3392
   00030    0.0000    -112.7905  0.2870
   00031    0.0000     -85.6516  0.3177
   00032    0.0000    -101.4027  0.3128
   00033    0.0000    -110.2992  0.2923
   00034    0.0000    -107.4898  0.2905
   00035    0.0000    -108.6173  0.2869
   00036    0.0000     -70.6602  0.2975
   00037    0.0000    -120.1668  0.2832
   00038    0.0000    -110.9163  0.3030
   00039    0.0000    -122.3288  0.3613
   00040    0.0000     -96.4991  0.3158
   00041    0.0000    -117.7167  0.4009
   00042    0.0000    -116.0386  0.3790
   00043    0.0000    -123.6481  0.3996
   00044    0.0000    -109.3013  0.3218
   00045    0.0000    -106.3660  0.3353
   00046    0.0000     -94.4449  0.3350
   00047    0.0000     -79.7265  0.3254
   00048    0.0000    -111.2499  0.3334
   00049    0.0000    -117.9809  0.4166
   00050    0.0000    -135.1856  0.3473
   00051    0.0000    -129.8797  0.3952
   00052    0.0000    -119.7845  0.3610
   00053    0.0000    -114.0999  0.3082
   00054    0.0000    -116.0221  0.3585
   00055    0.0000     -93.9889  0.2827
   00056    0.0000     -92.1340  0.4150
   00057    0.0000    -120.6181  0.3435
   00058    0.0000    -109.2588  0.3774
   00059    0.0000    -110.9973  0.3948
   00060    0.0000    -129.7091  0.3043
   00061    0.0000    -119.8975  0.3006
   00062    0.0000     -91.6667  0.3131
   00063    0.0000    -111.0015  0.3148
   00064    0.0000     -88.2096  0.3622
   00065    0.0000    -101.0377  0.3269
   00066    0.0000    -123.9500  0.3308
   00067    0.0000    -105.3892  0.2699
   00068    0.0000    -126.9973  0.3634
   00069    0.0000    -133.9634  0.4025
   00070    0.0000    -115.5029  0.3594
   00071    0.0000    -103.8459  0.3921
   00072    0.0000    -117.5177  0.3615
   00073    0.0000    -103.2319  0.3814
   00074    0.0000     -92.8349  0.2982
   00075    0.0000    -110.9041  0.2913
   00076    0.0000     -80.8442  0.3297
   00077    0.0000    -108.9006  0.2895
   00078    0.0000     -98.5164  0.2677
   00079    0.0000    -106.2416  0.3168
   00080    0.0000    -132.7017  0.3644
   00081    0.0000     -97.9850  0.3199
   00082    1.0000     -99.9395  0.3381
   00083    0.0000    -100.6283  0.3073
   00084    0.0000     -92.7261  0.3692
   00085    0.0000    -120.6622  0.2663
   00086    0.0000    -115.5434  0.3256
   00087    0.0000    -102.6791  0.2984
   00088    0.0000    -104.1479  0.3304
   00089    0.0000    -136.7493  0.3193
   00090    0.0000    -119.3240  0.3662
   00091    0.0000    -116.0444  0.2973
   00092    0.0000    -120.1437  0.2811
   00093    0.0000    -110.8526  0.2765
   00094    0.0000    -114.3545  0.3640
   00095    0.0000     -89.0627  0.3002
   00096    0.0000    -115.7205  0.3142
   00097    0.0000    -114.0339  0.2942
   00098    0.0000    -109.8742  0.3607
   00099    0.0000    -120.6802  0.3182
   00100    0.0000    -120.4190  0.3025
