#=====================================================
# File created:        Tue-03-Mar-2026-at-07-01-12PM
# Size of lattice:     150x150
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.042410
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000  -22715.4982  0.2511
   00001    0.0000  -33525.9802  0.2558
   00002    0.0000  -40841.4414  0.2594
   00003    0.0000  -45949.7938  0.2613
   00004    0.0000  -49790.7747  0.2641
   00005    0.0000  -52777.0827  0.2631
   00006    0.0000  -55206.9234  0.2612
   00007    0.0000  -57302.2613  0.2611
   00008    0.0000  -58978.1503  0.2639
   00009    0.0000  -60593.2608  0.2629
   00010    0.0000  -62046.6967  0.2660
   00011    0.0000  -63071.7572  0.2661
   00012    0.0000  -63973.3468  0.2674
   00013    0.0000  -64849.9871  0.2675
   00014    0.0000  -65619.1983  0.2701
   00015    0.0000  -66212.3668  0.2684
   00016    0.0000  -66699.3214  0.2708
   00017    0.0000  -67271.2590  0.2707
   00018    0.0000  -67732.7706  0.2696
   00019    0.0000  -68138.2691  0.2702
   00020    0.0000  -68574.2630  0.2661
   00021    0.0000  -68830.8147  0.2685
   00022    0.0000  -68963.6206  0.2699
   00023    0.0000  -69254.7737  0.2743
   00024    0.0000  -69630.6796  0.2710
   00025    0.0000  -69710.7359  0.2723
   00026    0.0000  -69869.2771  0.2762
   00027    0.0000  -70194.7659  0.2770
   00028    0.0000  -70333.3507  0.2787
   00029    0.0000  -70531.3249  0.2790
   00030    0.0000  -70680.6735  0.2783
   00031    0.0000  -70793.7679  0.2829
   00032    0.0000  -70890.5840  0.2826
   00033    0.0000  -71247.7512  0.2827
   00034    0.0000  -71389.3438  0.2824
   00035    0.0000  -71525.5541  0.2824
   00036    0.0000  -71762.7281  0.2835
   00037    0.0000  -71937.2135  0.2873
   00038    0.0000  -72088.9009  0.2879
   00039    0.0000  -72293.9162  0.2883
   00040    0.0000  -72356.1643  0.2883
   00041    0.0000  -72250.9562  0.2895
   00042    0.0000  -72381.4390  0.2892
   00043    0.0000  -72421.0761  0.2903
   00044    0.0000  -72398.8233  0.2906
   00045    0.0000  -72437.3551  0.2916
   00046    0.0000  -72632.3474  0.2920
   00047    0.0000  -72774.4137  0.2909
   00048    0.0000  -72908.2743  0.2925
   00049    0.0000  -72893.9544  0.2921
   00050    0.0000  -73015.9831  0.2927
