#=====================================================
# File created:        Tue-03-Mar-2026-at-02-56-02PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.132367
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2575.5187  0.2534
   00001    0.0000   -3790.6519  0.2646
   00002    0.0000   -4543.4895  0.2647
   00003    0.0000   -5059.1972  0.2612
   00004    0.0000   -5446.5144  0.2559
   00005    0.0000   -5779.3216  0.2556
   00006    0.0000   -6039.0147  0.2611
   00007    0.0000   -6241.0542  0.2716
   00008    0.0000   -6464.4312  0.2782
   00009    0.0000   -6606.2419  0.2810
   00010    0.0000   -6773.2595  0.2895
   00011    0.0000   -6899.2814  0.2897
   00012    0.0000   -6977.7839  0.2891
   00013    0.0000   -7071.5125  0.2847
   00014    0.0000   -7176.0150  0.2852
   00015    0.0000   -7247.3770  0.2852
   00016    0.0000   -7277.5347  0.2841
   00017    0.0000   -7347.3493  0.2878
   00018    0.0000   -7378.9791  0.2889
   00019    0.0000   -7400.3579  0.2886
   00020    0.0000   -7462.6045  0.2828
   00021    0.0000   -7565.7249  0.2820
   00022    0.0000   -7589.6325  0.2865
   00023    0.0000   -7611.5510  0.2873
   00024    0.0000   -7618.3633  0.2814
   00025    0.0000   -7644.6245  0.2819
   00026    0.0000   -7691.6470  0.2770
   00027    0.0000   -7714.0900  0.2784
   00028    0.0000   -7789.9019  0.2810
   00029    0.0000   -7802.5305  0.2786
   00030    0.0000   -7789.8709  0.2811
   00031    0.0000   -7880.7961  0.2773
   00032    0.0000   -7847.7659  0.2784
   00033    0.0000   -7902.5132  0.2743
   00034    0.0000   -7905.8015  0.2714
   00035    0.0000   -7917.2200  0.2776
   00036    0.0000   -7976.1390  0.2748
   00037    0.0000   -8013.4169  0.2699
   00038    0.0000   -8017.1713  0.2685
   00039    0.0000   -8035.0273  0.2751
   00040    0.0000   -7987.8623  0.2810
   00041    0.0000   -8008.0841  0.2870
   00042    0.0000   -8005.4300  0.2909
   00043    0.0000   -8070.1721  0.2931
   00044    0.0000   -8091.2873  0.2975
   00045    0.0000   -8076.7280  0.2927
   00046    0.0000   -8040.4270  0.2940
   00047    0.0000   -8022.2039  0.2862
   00048    0.0000   -8032.0643  0.2861
   00049    0.0000   -8040.5091  0.2807
   00050    0.0000   -8096.5739  0.2666
