#=====================================================
# File created:        Mon-16-Feb-2026-at-01-37-18PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        5.503292
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2460.1767  0.2591 
   00001    0.6676   -3785.0097  0.2641 
   00002    0.6076   -4549.4503  0.2639 
   00003    0.6000   -5120.6269  0.2803 
   00004    0.5540   -5548.5150  0.2861 
   00005    0.5452   -5927.7102  0.2850 
   00006    0.5224   -6212.8250  0.2864 
   00007    0.4900   -6467.3894  0.2920 
   00008    0.5000   -6674.8110  0.2969 
   00009    0.4884   -6840.1297  0.3037 
   00010    0.4780   -6981.8646  0.3057 
   00011    0.4548   -7042.2443  0.3032 
   00012    0.4736   -7188.4379  0.3051 
   00013    0.4528   -7293.7927  0.3159 
   00014    0.4480   -7313.9230  0.3176 
   00015    0.4444   -7409.0977  0.3182 
   00016    0.4732   -7505.7905  0.3158 
   00017    0.4440   -7525.0233  0.3126 
   00018    0.4432   -7595.6715  0.3125 
   00019    0.4516   -7620.9477  0.3145 
   00020    0.4460   -7602.1882  0.3172 
   00021    0.4568   -7645.5698  0.3261 
   00022    0.4364   -7685.5748  0.3320 
   00023    0.4504   -7727.4867  0.3323 
   00024    0.4396   -7749.6885  0.3423 
   00025    0.4372   -7819.1878  0.3411 
   00026    0.4480   -7817.3868  0.3373 
   00027    0.4296   -7861.9058  0.3438 
   00028    0.4380   -7863.8636  0.3420 
   00029    0.4224   -7883.8575  0.3417 
   00030    0.4356   -7902.4479  0.3446 
   00031    0.4352   -7978.6705  0.3398 
   00032    0.4488   -7943.8327  0.3417 
   00033    0.4400   -7939.6077  0.3502 
   00034    0.4248   -7934.7577  0.3447 
   00035    0.4272   -7994.8292  0.3504 
   00036    0.4204   -7971.8030  0.3572 
   00037    0.4336   -7984.8664  0.3563 
   00038    0.4300   -8010.2133  0.3575 
   00039    0.4320   -7987.6936  0.3567 
   00040    0.4336   -8018.8883  0.3603 
   00041    0.4508   -8027.3631  0.3648 
   00042    0.4300   -8048.2152  0.3694 
   00043    0.4176   -8018.5474  0.3716 
   00044    0.4460   -8051.9290  0.3757 
   00045    0.4380   -8071.7893  0.3777 
   00046    0.4204   -8073.8409  0.3756 
   00047    0.4288   -8073.5197  0.3759 
   00048    0.4152   -8108.7187  0.3801 
   00049    0.4104   -8166.2378  0.3888 
   00050    0.4244   -8133.1621  0.3907 
