#=====================================================
# File created:        Mon-16-Feb-2026-at-10-38-57AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        6.285671
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2633.1685  0.2684 
   00001    0.6772   -3757.1592  0.2739 
   00002    0.6212   -4501.6084  0.2912 
   00003    0.5892   -5069.5703  0.2939 
   00004    0.5504   -5461.9949  0.3000 
   00005    0.5480   -5856.8979  0.2913 
   00006    0.5272   -6069.8795  0.2853 
   00007    0.5312   -6310.4123  0.2842 
   00008    0.4888   -6552.0470  0.2916 
   00009    0.4952   -6682.8880  0.2947 
   00010    0.5096   -6830.6701  0.3018 
   00011    0.4932   -6935.4746  0.3118 
   00012    0.4572   -7088.0681  0.3160 
   00013    0.4800   -7189.6746  0.3137 
   00014    0.4664   -7257.3064  0.3126 
   00015    0.4660   -7302.3527  0.3187 
   00016    0.4436   -7404.4871  0.3187 
   00017    0.4636   -7444.6328  0.3215 
   00018    0.4428   -7490.3175  0.3271 
   00019    0.4692   -7508.3596  0.3261 
   00020    0.4472   -7603.8197  0.3275 
   00021    0.4276   -7634.1125  0.3317 
   00022    0.4404   -7594.2275  0.3313 
   00023    0.4596   -7647.4156  0.3328 
   00024    0.4460   -7653.3580  0.3270 
   00025    0.4564   -7713.3477  0.3261 
   00026    0.4464   -7750.4680  0.3234 
   00027    0.4364   -7731.8470  0.3280 
   00028    0.4492   -7768.3453  0.3236 
   00029    0.4288   -7756.4713  0.3151 
   00030    0.4368   -7817.6364  0.3118 
   00031    0.4476   -7881.1607  0.3131 
   00032    0.4264   -7932.4780  0.3250 
   00033    0.4332   -7958.5576  0.3273 
   00034    0.4208   -7981.5208  0.3298 
   00035    0.4344   -7965.8094  0.3331 
   00036    0.4268   -7964.8394  0.3409 
   00037    0.4348   -7979.6688  0.3434 
   00038    0.4600   -7945.4173  0.3463 
   00039    0.4340   -8042.0284  0.3422 
   00040    0.4348   -8055.4004  0.3481 
   00041    0.4144   -8095.1605  0.3476 
   00042    0.4416   -8051.4722  0.3546 
   00043    0.4264   -8093.5037  0.3538 
   00044    0.4204   -8046.5134  0.3565 
   00045    0.4272   -8035.4700  0.3537 
   00046    0.4400   -7998.2375  0.3544 
   00047    0.4428   -8034.2567  0.3567 
   00048    0.4296   -8044.2268  0.3581 
   00049    0.4128   -8080.4693  0.3641 
   00050    0.4228   -8072.0248  0.3620 
