#=====================================================
# File created:        Mon-16-Feb-2026-at-01-25-19PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        5.801403
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2452.3314  0.2606 
   00001    0.6860   -3795.3343  0.2683 
   00002    0.6196   -4510.6003  0.2725 
   00003    0.5764   -5064.9113  0.2741 
   00004    0.5512   -5548.4305  0.2827 
   00005    0.5540   -5827.3528  0.2841 
   00006    0.5132   -6156.5002  0.2866 
   00007    0.4924   -6356.5059  0.2934 
   00008    0.4936   -6575.9162  0.2934 
   00009    0.4932   -6789.5465  0.2946 
   00010    0.4740   -6955.8527  0.2971 
   00011    0.4668   -7085.3241  0.2966 
   00012    0.4680   -7234.1535  0.2952 
   00013    0.4576   -7273.4933  0.2993 
   00014    0.4624   -7345.3726  0.2995 
   00015    0.4728   -7450.8750  0.3044 
   00016    0.4340   -7500.6747  0.3087 
   00017    0.4444   -7561.8632  0.3130 
   00018    0.4608   -7540.9889  0.3116 
   00019    0.4436   -7623.3017  0.3130 
   00020    0.4628   -7682.5226  0.3196 
   00021    0.4348   -7716.4672  0.3144 
   00022    0.4580   -7756.7811  0.3148 
   00023    0.4452   -7770.9545  0.3122 
   00024    0.4452   -7820.2985  0.3115 
   00025    0.4280   -7868.8033  0.3143 
   00026    0.4288   -7922.4173  0.3143 
   00027    0.4392   -7910.5647  0.3208 
   00028    0.4364   -7914.5219  0.3124 
   00029    0.4468   -7902.0303  0.3156 
   00030    0.4364   -7902.4008  0.3151 
   00031    0.4296   -7957.7705  0.3202 
   00032    0.4272   -7969.6448  0.3172 
   00033    0.4256   -8033.3298  0.3190 
   00034    0.4192   -8059.8559  0.3124 
   00035    0.4280   -8078.4264  0.3104 
   00036    0.4056   -8076.0080  0.3128 
   00037    0.4248   -8085.2954  0.3096 
   00038    0.4172   -8071.8142  0.3127 
   00039    0.4136   -8068.2646  0.3138 
   00040    0.4424   -8046.9370  0.3112 
   00041    0.4272   -8011.3060  0.3158 
   00042    0.4436   -8021.9626  0.3196 
   00043    0.4220   -8039.4022  0.3215 
   00044    0.4404   -8065.5417  0.3261 
   00045    0.4320   -8057.5301  0.3238 
   00046    0.4256   -8034.3393  0.3251 
   00047    0.4340   -8023.6029  0.3241 
   00048    0.4152   -8062.7757  0.3269 
   00049    0.4036   -8077.6744  0.3220 
   00050    0.4168   -8047.6908  0.3239 
