#=====================================================
# File created:        Mon-16-Feb-2026-at-01-07-03PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        4.107421
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2550.0210  0.2630 
   00001    0.6724   -3766.3954  0.2598 
   00002    0.6152   -4582.7728  0.2529 
   00003    0.5876   -5176.0557  0.2575 
   00004    0.5528   -5541.0346  0.2595 
   00005    0.5220   -5803.6260  0.2629 
   00006    0.5320   -6048.8109  0.2693 
   00007    0.5240   -6335.2384  0.2777 
   00008    0.4880   -6570.7675  0.2789 
   00009    0.5088   -6714.0803  0.2799 
   00010    0.4804   -6851.3935  0.2762 
   00011    0.4692   -6985.5877  0.2800 
   00012    0.4788   -7105.4385  0.2780 
   00013    0.4820   -7181.4821  0.2822 
   00014    0.4776   -7232.4767  0.2813 
   00015    0.4684   -7299.7224  0.2875 
   00016    0.4592   -7347.4515  0.2894 
   00017    0.4572   -7371.9573  0.2932 
   00018    0.4400   -7496.3020  0.2933 
   00019    0.4484   -7536.2821  0.2888 
   00020    0.4580   -7551.4791  0.2866 
   00021    0.4572   -7581.4152  0.2845 
   00022    0.4576   -7638.0946  0.2872 
   00023    0.4420   -7675.7020  0.2996 
   00024    0.4488   -7752.3515  0.3073 
   00025    0.4372   -7747.9036  0.3070 
   00026    0.4508   -7830.8471  0.3076 
   00027    0.4508   -7834.1444  0.3155 
   00028    0.4244   -7818.8920  0.3132 
   00029    0.4412   -7845.8997  0.3142 
   00030    0.4308   -7918.8078  0.3144 
   00031    0.4280   -7920.7607  0.3175 
   00032    0.4104   -7936.5528  0.3198 
   00033    0.4352   -7947.1698  0.3245 
   00034    0.4452   -7939.4996  0.3251 
   00035    0.4516   -7892.5933  0.3254 
   00036    0.4184   -7931.6403  0.3181 
   00037    0.4404   -7946.4340  0.3169 
   00038    0.4236   -8001.2263  0.3129 
   00039    0.4272   -8006.8483  0.3086 
   00040    0.4288   -8025.1315  0.3010 
   00041    0.4296   -8051.4561  0.3033 
   00042    0.4248   -8057.4941  0.3017 
   00043    0.4072   -8055.2563  0.2984 
   00044    0.4280   -8067.0194  0.3072 
   00045    0.4392   -8098.4457  0.3084 
   00046    0.4288   -8099.3665  0.3110 
   00047    0.4100   -8072.7001  0.3162 
   00048    0.4256   -8045.7469  0.3181 
   00049    0.4452   -8058.3804  0.3270 
   00050    0.4356   -8013.6428  0.3245 
