#=====================================================
# File created:        Mon-16-Feb-2026-at-02-00-18PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        5.875294
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2419.2026  0.2614 
   00001    0.6836   -3678.4163  0.2701 
   00002    0.6192   -4387.0793  0.2752 
   00003    0.5840   -4984.2024  0.2705 
   00004    0.5740   -5388.9324  0.2817 
   00005    0.5476   -5706.0119  0.2752 
   00006    0.5392   -5974.9458  0.2699 
   00007    0.5184   -6203.6585  0.2684 
   00008    0.5012   -6392.3991  0.2843 
   00009    0.5052   -6595.2332  0.2913 
   00010    0.5040   -6769.5088  0.2865 
   00011    0.4688   -6864.0084  0.2844 
   00012    0.4732   -6998.7801  0.2807 
   00013    0.4640   -7118.7519  0.2793 
   00014    0.4620   -7229.6319  0.2805 
   00015    0.4616   -7315.1505  0.2764 
   00016    0.4512   -7362.5660  0.2759 
   00017    0.4516   -7421.5413  0.2716 
   00018    0.4636   -7474.9483  0.2669 
   00019    0.4584   -7556.2312  0.2710 
   00020    0.4584   -7617.0617  0.2772 
   00021    0.4388   -7683.0690  0.2780 
   00022    0.4444   -7667.8942  0.2769 
   00023    0.4404   -7756.0086  0.2792 
   00024    0.4388   -7788.9543  0.2829 
   00025    0.4560   -7852.8757  0.2772 
   00026    0.4172   -7863.0500  0.2724 
   00027    0.4368   -7869.6131  0.2771 
   00028    0.4404   -7895.1176  0.2764 
   00029    0.4328   -7907.3472  0.2780 
   00030    0.4188   -7925.0638  0.2852 
   00031    0.4412   -7908.8131  0.2842 
   00032    0.4292   -7934.7552  0.2847 
   00033    0.4336   -7943.8484  0.2803 
   00034    0.4176   -7936.2550  0.2782 
   00035    0.4292   -7975.5881  0.2811 
   00036    0.4416   -7978.5202  0.2835 
   00037    0.4156   -7988.0725  0.2832 
   00038    0.4312   -8021.1095  0.2852 
   00039    0.4136   -8046.0882  0.2859 
   00040    0.4292   -8076.9883  0.2904 
   00041    0.4300   -8046.6569  0.2917 
   00042    0.4180   -8029.8856  0.3009 
   00043    0.4388   -8064.3935  0.3082 
   00044    0.4304   -8136.9834  0.3090 
   00045    0.4212   -8140.8941  0.3078 
   00046    0.4164   -8120.5949  0.3102 
   00047    0.4092   -8137.2396  0.3112 
   00048    0.4140   -8158.0756  0.3161 
   00049    0.4280   -8152.1624  0.3183 
   00050    0.4232   -8090.2741  0.3171 
