#=====================================================
# File created:        Sat-14-Feb-2026-at-07-34-34PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        2.818795
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2491.0202  0.2660 
   00001    0.6848   -3648.3014  0.2585 
   00002    0.6204   -4492.8202  0.2545 
   00003    0.5932   -5059.3141  0.2546 
   00004    0.5620   -5487.8091  0.2529 
   00005    0.5196   -5739.6994  0.2555 
   00006    0.5172   -6082.0397  0.2619 
   00007    0.5144   -6334.6698  0.2707 
   00008    0.4944   -6527.8206  0.2765 
   00009    0.4980   -6640.5145  0.2707 
   00010    0.4996   -6833.0897  0.2793 
   00011    0.4716   -6939.0574  0.2808 
   00012    0.4748   -7039.6537  0.2747 
   00013    0.4600   -7114.3845  0.2826 
   00014    0.4604   -7227.8963  0.2855 
   00015    0.4628   -7339.1946  0.2885 
   00016    0.4624   -7412.8029  0.2929 
   00017    0.4532   -7445.9877  0.2862 
   00018    0.4416   -7459.5171  0.2884 
   00019    0.4376   -7537.0221  0.2893 
   00020    0.4452   -7582.5238  0.2898 
   00021    0.4476   -7592.9491  0.2829 
   00022    0.4532   -7627.1802  0.2829 
   00023    0.4436   -7658.3442  0.2863 
   00024    0.4364   -7713.7917  0.2863 
   00025    0.4416   -7770.4550  0.2842 
   00026    0.4260   -7816.7593  0.2841 
   00027    0.4152   -7832.6002  0.2849 
   00028    0.4236   -7863.6600  0.2889 
   00029    0.4448   -7841.7886  0.2937 
   00030    0.4356   -7877.0654  0.2899 
   00031    0.4400   -7898.1946  0.2883 
   00032    0.4380   -7943.3184  0.2932 
   00033    0.4304   -7943.5701  0.2941 
   00034    0.4344   -7959.9335  0.3024 
   00035    0.4340   -7962.3805  0.3072 
   00036    0.4544   -7951.3561  0.3073 
   00037    0.4308   -7949.0807  0.3081 
   00038    0.4292   -7905.3809  0.3096 
   00039    0.4168   -7929.8835  0.3144 
   00040    0.4360   -7984.5001  0.3098 
   00041    0.4448   -7955.8445  0.3089 
   00042    0.4368   -7954.8545  0.3152 
   00043    0.4328   -7982.3481  0.3128 
   00044    0.4244   -7960.1891  0.3207 
   00045    0.4304   -7937.6546  0.3235 
   00046    0.4360   -7999.0832  0.3216 
   00047    0.4292   -8033.2474  0.3216 
   00048    0.4212   -8012.8008  0.3201 
   00049    0.4328   -8022.4267  0.3179 
   00050    0.4276   -8055.7375  0.3155 
