#=====================================================
# File created:        Mon-16-Feb-2026-at-02-04-11PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        2.205549
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2522.3487  0.2679 
   00001    0.6692   -3736.7651  0.2704 
   00002    0.6164   -4585.0028  0.2793 
   00003    0.5724   -5173.7469  0.2774 
   00004    0.5640   -5535.2246  0.2801 
   00005    0.5332   -5865.7112  0.2835 
   00006    0.5216   -6123.6248  0.2931 
   00007    0.4996   -6349.5998  0.2849 
   00008    0.4976   -6519.4505  0.2762 
   00009    0.4952   -6715.7908  0.2817 
   00010    0.4856   -6891.6818  0.2884 
   00011    0.4732   -7043.6375  0.2905 
   00012    0.4616   -7165.6646  0.2914 
   00013    0.4544   -7236.4256  0.2912 
   00014    0.4584   -7253.1041  0.2963 
   00015    0.4660   -7320.9394  0.2985 
   00016    0.4660   -7378.7631  0.2995 
   00017    0.4496   -7450.1846  0.2997 
   00018    0.4568   -7502.5992  0.2987 
   00019    0.4336   -7545.1781  0.3006 
   00020    0.4360   -7586.6063  0.2997 
   00021    0.4680   -7627.7708  0.2995 
   00022    0.4400   -7674.3567  0.3037 
   00023    0.4528   -7747.4211  0.3003 
   00024    0.4436   -7722.2835  0.2923 
   00025    0.4316   -7807.6981  0.2893 
   00026    0.4468   -7809.1822  0.2906 
   00027    0.4272   -7857.6328  0.2965 
   00028    0.4264   -7891.9379  0.3004 
   00029    0.4388   -7905.0616  0.3028 
   00030    0.4460   -7921.8803  0.3033 
   00031    0.4068   -7968.2291  0.2967 
   00032    0.4284   -7968.3032  0.2975 
   00033    0.4216   -7991.1005  0.3050 
   00034    0.4176   -7995.7707  0.3039 
   00035    0.4484   -8001.1126  0.3066 
   00036    0.4404   -8037.6727  0.3118 
   00037    0.4304   -8041.3421  0.3114 
   00038    0.4316   -8041.4724  0.3099 
   00039    0.4424   -8007.3566  0.3098 
   00040    0.4260   -8019.6263  0.3156 
   00041    0.4332   -8066.5594  0.3108 
   00042    0.4276   -8093.4760  0.3106 
   00043    0.4344   -8056.9949  0.3100 
   00044    0.4304   -8099.7815  0.3056 
   00045    0.4248   -8052.4356  0.3071 
   00046    0.4248   -8040.4185  0.3063 
   00047    0.4264   -8078.6051  0.3068 
   00048    0.4184   -8117.0559  0.3086 
   00049    0.4208   -8123.2195  0.3090 
   00050    0.4108   -8157.7778  0.3065 
