#=====================================================
# File created:        Mon-16-Feb-2026-at-02-05-58PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        8.190383
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2374.2858  0.2621 
   00001    0.6928   -3594.0149  0.2636 
   00002    0.6252   -4407.7861  0.2749 
   00003    0.5816   -4961.8994  0.2731 
   00004    0.5500   -5467.7171  0.2776 
   00005    0.5400   -5825.3647  0.2757 
   00006    0.5100   -6155.8689  0.2802 
   00007    0.4992   -6405.3771  0.2824 
   00008    0.5132   -6632.1109  0.2825 
   00009    0.4892   -6762.1139  0.2831 
   00010    0.4912   -6875.7109  0.2932 
   00011    0.4732   -7046.3738  0.2872 
   00012    0.4660   -7129.4111  0.2891 
   00013    0.4512   -7226.5809  0.2910 
   00014    0.4644   -7283.4527  0.2923 
   00015    0.4712   -7377.5212  0.2966 
   00016    0.4608   -7452.8290  0.3014 
   00017    0.4460   -7506.3861  0.2998 
   00018    0.4492   -7549.8043  0.3009 
   00019    0.4496   -7600.9997  0.3007 
   00020    0.4384   -7635.0171  0.3005 
   00021    0.4296   -7722.2844  0.3042 
   00022    0.4428   -7791.5063  0.3036 
   00023    0.4368   -7805.9409  0.3101 
   00024    0.4236   -7785.2843  0.3133 
   00025    0.4452   -7860.6446  0.3257 
   00026    0.4328   -7911.4747  0.3319 
   00027    0.4284   -7965.3126  0.3334 
   00028    0.4396   -7996.3263  0.3361 
   00029    0.4264   -8041.2316  0.3361 
   00030    0.4332   -8075.5207  0.3359 
   00031    0.4348   -8084.0768  0.3261 
   00032    0.4352   -8101.8873  0.3305 
   00033    0.4132   -8075.6377  0.3370 
   00034    0.4120   -8072.3735  0.3445 
   00035    0.4176   -8071.2948  0.3447 
   00036    0.4352   -8068.3467  0.3426 
   00037    0.4272   -8097.7636  0.3353 
   00038    0.4212   -8141.9322  0.3361 
   00039    0.4224   -8101.1923  0.3324 
   00040    0.4280   -8155.3204  0.3293 
   00041    0.4212   -8196.1819  0.3301 
   00042    0.4152   -8203.9758  0.3315 
   00043    0.4372   -8220.7026  0.3372 
   00044    0.4280   -8241.0116  0.3385 
   00045    0.4236   -8250.6604  0.3403 
   00046    0.4272   -8230.2008  0.3328 
   00047    0.4208   -8175.0178  0.3316 
   00048    0.4124   -8182.8757  0.3309 
   00049    0.4188   -8177.4258  0.3292 
   00050    0.4232   -8148.2455  0.3278 
