#=====================================================
# File created:        Mon-16-Feb-2026-at-02-02-16PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        2.256719
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2399.9927  0.2707 
   00001    0.6952   -3645.1142  0.2702 
   00002    0.6336   -4455.2492  0.2786 
   00003    0.5924   -4991.3998  0.2886 
   00004    0.5584   -5363.6421  0.2930 
   00005    0.5532   -5662.2265  0.3081 
   00006    0.5416   -6010.8996  0.3112 
   00007    0.5084   -6239.0101  0.3067 
   00008    0.5100   -6498.7513  0.3128 
   00009    0.4844   -6692.8720  0.3228 
   00010    0.4796   -6835.9106  0.3279 
   00011    0.4740   -6949.1494  0.3316 
   00012    0.4748   -7047.4831  0.3403 
   00013    0.4712   -7188.3353  0.3397 
   00014    0.4564   -7294.7938  0.3440 
   00015    0.4448   -7398.9245  0.3466 
   00016    0.4572   -7483.4555  0.3532 
   00017    0.4548   -7523.8060  0.3505 
   00018    0.4584   -7543.7121  0.3441 
   00019    0.4564   -7597.2584  0.3469 
   00020    0.4580   -7615.4368  0.3478 
   00021    0.4324   -7670.4162  0.3475 
   00022    0.4400   -7726.3478  0.3536 
   00023    0.4388   -7784.5331  0.3469 
   00024    0.4336   -7833.2258  0.3561 
   00025    0.4400   -7847.9539  0.3630 
   00026    0.4316   -7838.8473  0.3650 
   00027    0.4284   -7834.7136  0.3625 
   00028    0.4380   -7879.1741  0.3634 
   00029    0.4372   -7908.1751  0.3588 
   00030    0.4312   -7934.7452  0.3550 
   00031    0.4420   -7954.7971  0.3524 
   00032    0.4252   -7946.4081  0.3560 
   00033    0.4240   -8002.1979  0.3561 
   00034    0.4356   -7973.1893  0.3584 
   00035    0.4372   -7990.1258  0.3600 
   00036    0.4408   -8031.5353  0.3627 
   00037    0.4168   -8048.7156  0.3591 
   00038    0.4404   -8038.8004  0.3639 
   00039    0.4376   -8047.5865  0.3638 
   00040    0.4044   -8047.4902  0.3597 
   00041    0.4216   -8101.2328  0.3568 
   00042    0.4260   -8127.9800  0.3560 
   00043    0.4256   -8137.3789  0.3538 
   00044    0.4324   -8148.9238  0.3610 
   00045    0.4164   -8177.5640  0.3631 
   00046    0.4192   -8186.4360  0.3648 
   00047    0.4408   -8170.6432  0.3675 
   00048    0.4116   -8153.2311  0.3721 
   00049    0.4248   -8139.5340  0.3767 
   00050    0.4368   -8118.5095  0.3793 
