#=====================================================
# File created:        Sat-14-Feb-2026-at-07-16-10PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.670037
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2434.9449  0.2608 
   00001    0.0148   -2466.3830  0.2602 
   00002    0.0164   -2498.4240  0.2611 
   00003    0.0152   -2519.3258  0.2627 
   00004    0.0156   -2537.6024  0.2640 
   00005    0.0128   -2575.4924  0.2664 
   00006    0.0116   -2607.8395  0.2655 
   00007    0.0128   -2650.9279  0.2657 
   00008    0.0164   -2671.2799  0.2668 
   00009    0.0104   -2699.9440  0.2665 
   00010    0.0144   -2722.6825  0.2671 
   00011    0.0132   -2748.1039  0.2672 
   00012    0.0132   -2779.4577  0.2688 
   00013    0.0156   -2815.2144  0.2687 
   00014    0.0144   -2848.4834  0.2681 
   00015    0.0132   -2868.9026  0.2676 
   00016    0.0120   -2883.4158  0.2688 
   00017    0.0140   -2911.2135  0.2681 
   00018    0.0128   -2924.7178  0.2680 
   00019    0.0124   -2948.8228  0.2668 
   00020    0.0172   -2989.6197  0.2685 
   00021    0.0136   -3022.9765  0.2682 
   00022    0.0144   -3052.1339  0.2689 
   00023    0.0148   -3073.0440  0.2689 
   00024    0.0112   -3094.3801  0.2700 
   00025    0.0124   -3106.6843  0.2706 
   00026    0.0156   -3134.6116  0.2692 
   00027    0.0144   -3170.3917  0.2693 
   00028    0.0120   -3195.9161  0.2688 
   00029    0.0136   -3225.2572  0.2692 
   00030    0.0144   -3252.5749  0.2696 
   00031    0.0128   -3257.4504  0.2704 
   00032    0.0140   -3283.3828  0.2693 
   00033    0.0128   -3315.2736  0.2696 
   00034    0.0140   -3355.9956  0.2709 
   00035    0.0140   -3387.8269  0.2700 
   00036    0.0144   -3421.0008  0.2698 
   00037    0.0148   -3447.3343  0.2704 
   00038    0.0132   -3455.8038  0.2719 
   00039    0.0116   -3465.0107  0.2717 
   00040    0.0140   -3490.2455  0.2708 
   00041    0.0132   -3513.8966  0.2699 
   00042    0.0136   -3539.5378  0.2724 
   00043    0.0128   -3558.4069  0.2719 
   00044    0.0140   -3594.4592  0.2728 
   00045    0.0144   -3602.9633  0.2734 
   00046    0.0168   -3640.7574  0.2737 
   00047    0.0144   -3669.7007  0.2746 
   00048    0.0148   -3693.1626  0.2761 
   00049    0.0128   -3702.8458  0.2742 
   00050    0.0132   -3721.0290  0.2751 
