#=====================================================
# File created:        Sat-14-Feb-2026-at-07-28-40PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        2.744480
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2558.0451  0.2587 
   00001    0.6760   -3753.2115  0.2624 
   00002    0.6160   -4490.1013  0.2552 
   00003    0.5760   -5167.3847  0.2538 
   00004    0.5500   -5610.0896  0.2573 
   00005    0.5400   -6006.9588  0.2671 
   00006    0.5332   -6264.2527  0.2677 
   00007    0.5136   -6443.4068  0.2634 
   00008    0.4900   -6628.4721  0.2645 
   00009    0.4836   -6775.1100  0.2608 
   00010    0.4848   -6912.8986  0.2591 
   00011    0.4820   -7063.1347  0.2628 
   00012    0.4748   -7128.3043  0.2579 
   00013    0.4628   -7233.5665  0.2548 
   00014    0.4664   -7325.2912  0.2583 
   00015    0.4408   -7414.4161  0.2727 
   00016    0.4588   -7472.5701  0.2724 
   00017    0.4524   -7466.2162  0.2758 
   00018    0.4264   -7531.4728  0.2781 
   00019    0.4424   -7599.0128  0.2791 
   00020    0.4260   -7651.6298  0.2797 
   00021    0.4332   -7696.0245  0.2791 
   00022    0.4496   -7712.6450  0.2840 
   00023    0.4408   -7737.0482  0.2877 
   00024    0.4436   -7740.2814  0.2854 
   00025    0.4484   -7795.2337  0.2891 
   00026    0.4424   -7862.6526  0.2903 
   00027    0.4332   -7945.7121  0.2951 
   00028    0.4308   -7957.2748  0.2966 
   00029    0.4384   -7912.6230  0.2922 
   00030    0.4400   -7917.5641  0.2937 
   00031    0.4364   -8003.1671  0.2910 
   00032    0.4236   -7997.0500  0.2979 
   00033    0.4232   -8008.3930  0.3077 
   00034    0.4492   -8017.9776  0.3076 
   00035    0.4236   -8056.5211  0.3100 
   00036    0.4304   -8036.7289  0.3085 
   00037    0.4256   -8035.7861  0.3020 
   00038    0.4236   -8104.3746  0.3032 
   00039    0.4092   -8050.6341  0.3110 
   00040    0.4140   -8032.3716  0.3088 
   00041    0.4100   -8007.8329  0.3079 
   00042    0.4212   -8033.6810  0.3114 
   00043    0.4240   -8049.0690  0.3173 
   00044    0.4204   -8045.8670  0.3159 
   00045    0.4420   -8040.9970  0.3202 
   00046    0.4148   -8087.7517  0.3221 
   00047    0.4276   -8098.0629  0.3123 
   00048    0.4328   -8037.4883  0.3124 
   00049    0.4276   -8060.4014  0.3146 
   00050    0.4228   -8095.4361  0.3176 
