#=====================================================
# File created:        Mon-16-Feb-2026-at-10-32-33AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        6.258044
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2461.7548  0.2783 
   00001    0.6756   -3642.2896  0.2722 
   00002    0.6132   -4478.0628  0.2761 
   00003    0.5940   -5194.3056  0.2842 
   00004    0.5256   -5619.2684  0.2930 
   00005    0.5408   -5919.3175  0.2894 
   00006    0.5180   -6194.1516  0.2945 
   00007    0.4860   -6394.5509  0.3048 
   00008    0.5132   -6593.2462  0.3096 
   00009    0.4836   -6750.3321  0.3058 
   00010    0.4948   -6889.7994  0.3095 
   00011    0.4732   -6978.5393  0.3073 
   00012    0.4620   -7090.1409  0.3152 
   00013    0.4560   -7184.6353  0.3190 
   00014    0.4640   -7282.9374  0.3159 
   00015    0.4668   -7323.3292  0.3175 
   00016    0.4552   -7369.3354  0.3225 
   00017    0.4684   -7426.9933  0.3344 
   00018    0.4440   -7396.8975  0.3308 
   00019    0.4412   -7426.3399  0.3377 
   00020    0.4436   -7510.5830  0.3347 
   00021    0.4512   -7596.0947  0.3334 
   00022    0.4660   -7645.0109  0.3346 
   00023    0.4340   -7655.5372  0.3382 
   00024    0.4444   -7728.9967  0.3325 
   00025    0.4348   -7755.3811  0.3313 
   00026    0.4504   -7804.2007  0.3273 
   00027    0.4424   -7810.2032  0.3334 
   00028    0.4280   -7823.4148  0.3395 
   00029    0.4528   -7863.5566  0.3412 
   00030    0.4404   -7808.5197  0.3483 
   00031    0.4224   -7885.7565  0.3521 
   00032    0.4348   -7872.7544  0.3527 
   00033    0.4316   -7894.3357  0.3552 
   00034    0.4424   -7913.6788  0.3572 
   00035    0.4408   -7882.8790  0.3617 
   00036    0.4304   -7880.6027  0.3625 
   00037    0.4452   -7868.4451  0.3700 
   00038    0.4332   -7864.3608  0.3683 
   00039    0.4384   -7905.1505  0.3625 
   00040    0.4300   -7947.3620  0.3678 
   00041    0.4332   -7948.6036  0.3740 
   00042    0.4380   -7986.0114  0.3810 
   00043    0.4404   -8008.1542  0.3865 
   00044    0.4344   -8027.1013  0.3935 
   00045    0.4308   -8024.7106  0.3928 
   00046    0.4040   -8022.7569  0.3955 
   00047    0.4352   -8029.2413  0.3934 
   00048    0.4188   -8055.0017  0.3933 
   00049    0.4192   -8089.6256  0.4009 
   00050    0.4336   -8058.7992  0.4001 
