#=====================================================
# File created:        Sat-14-Feb-2026-at-07-32-36PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        2.814040
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2427.6547  0.2628 
   00001    0.6860   -3713.2857  0.2773 
   00002    0.6300   -4540.0643  0.2874 
   00003    0.5732   -5119.1706  0.3036 
   00004    0.5480   -5523.1761  0.2959 
   00005    0.5348   -5860.3358  0.3052 
   00006    0.5280   -6174.3803  0.3162 
   00007    0.4928   -6366.7876  0.3278 
   00008    0.5040   -6587.1451  0.3340 
   00009    0.4988   -6797.2477  0.3314 
   00010    0.4796   -6914.9155  0.3375 
   00011    0.4852   -7068.3536  0.3434 
   00012    0.4756   -7092.5243  0.3436 
   00013    0.4724   -7195.1644  0.3428 
   00014    0.4784   -7266.2406  0.3396 
   00015    0.4632   -7313.3825  0.3460 
   00016    0.4500   -7425.8789  0.3452 
   00017    0.4644   -7487.1868  0.3404 
   00018    0.4684   -7511.6117  0.3447 
   00019    0.4448   -7541.5181  0.3490 
   00020    0.4572   -7597.5354  0.3459 
   00021    0.4456   -7656.6388  0.3501 
   00022    0.4292   -7719.8360  0.3513 
   00023    0.4352   -7744.4137  0.3517 
   00024    0.4548   -7767.4184  0.3499 
   00025    0.4352   -7808.2395  0.3579 
   00026    0.4444   -7768.7853  0.3561 
   00027    0.4276   -7806.8915  0.3549 
   00028    0.4396   -7819.9903  0.3633 
   00029    0.4472   -7779.7801  0.3669 
   00030    0.4564   -7843.6410  0.3687 
   00031    0.4240   -7845.7565  0.3586 
   00032    0.4200   -7850.0720  0.3548 
   00033    0.4544   -7866.0668  0.3588 
   00034    0.4376   -7889.4883  0.3618 
   00035    0.4252   -7896.1040  0.3576 
   00036    0.4456   -7859.4343  0.3508 
   00037    0.4296   -7870.6223  0.3516 
   00038    0.4444   -7882.5920  0.3506 
   00039    0.4360   -7894.4487  0.3521 
   00040    0.4448   -7891.3464  0.3542 
   00041    0.4328   -7935.7270  0.3512 
   00042    0.4560   -7961.5857  0.3504 
   00043    0.4104   -7962.6475  0.3519 
   00044    0.4264   -7983.5072  0.3507 
   00045    0.4204   -7981.6717  0.3462 
   00046    0.4280   -8006.8273  0.3466 
   00047    0.4196   -8032.5318  0.3458 
   00048    0.4380   -8041.9123  0.3398 
   00049    0.3976   -8063.1552  0.3438 
   00050    0.4356   -8012.2970  0.3488 
