#=====================================================
# File created:        Mon-16-Feb-2026-at-01-08-45PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        4.210331
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2540.2299  0.2760 
   00001    0.6820   -3699.6198  0.2698 
   00002    0.6192   -4546.7035  0.2668 
   00003    0.5912   -5166.9778  0.2781 
   00004    0.5492   -5515.1442  0.2811 
   00005    0.5476   -5884.2639  0.2873 
   00006    0.5340   -6219.0898  0.2878 
   00007    0.5128   -6492.2134  0.2868 
   00008    0.4736   -6663.3990  0.2870 
   00009    0.4832   -6786.5942  0.2928 
   00010    0.4852   -6963.0139  0.2906 
   00011    0.4868   -7124.7236  0.2873 
   00012    0.4636   -7211.2442  0.2850 
   00013    0.4592   -7293.4145  0.2819 
   00014    0.4684   -7323.5565  0.2803 
   00015    0.4416   -7412.5800  0.2787 
   00016    0.4616   -7446.9467  0.2852 
   00017    0.4548   -7484.6068  0.2854 
   00018    0.4372   -7555.8467  0.2901 
   00019    0.4516   -7584.2542  0.2928 
   00020    0.4612   -7645.7626  0.2964 
   00021    0.4496   -7667.2071  0.2955 
   00022    0.4484   -7706.8010  0.2991 
   00023    0.4336   -7736.0490  0.3045 
   00024    0.4316   -7777.4394  0.2980 
   00025    0.4412   -7828.1736  0.2970 
   00026    0.4624   -7883.5939  0.2966 
   00027    0.4444   -7900.9002  0.2996 
   00028    0.4440   -7929.2970  0.2970 
   00029    0.4396   -7883.1962  0.2999 
   00030    0.4368   -7932.7935  0.3013 
   00031    0.4332   -7950.0289  0.3014 
   00032    0.4424   -8013.8849  0.3064 
   00033    0.4472   -7991.3467  0.3045 
   00034    0.4328   -8016.7844  0.3085 
   00035    0.4288   -8013.3642  0.3157 
   00036    0.4072   -8005.8002  0.3220 
   00037    0.4236   -8049.3961  0.3230 
   00038    0.4240   -8068.6042  0.3228 
   00039    0.4400   -8085.7382  0.3178 
   00040    0.4368   -8069.5424  0.3266 
   00041    0.4396   -8015.9275  0.3337 
   00042    0.4168   -8008.6380  0.3287 
   00043    0.4388   -8006.1980  0.3320 
   00044    0.4264   -8035.5393  0.3321 
   00045    0.4320   -8031.3293  0.3310 
   00046    0.4444   -8100.7396  0.3305 
   00047    0.4196   -8156.2076  0.3260 
   00048    0.4196   -8109.1217  0.3262 
   00049    0.4288   -8070.7997  0.3352 
   00050    0.4340   -8069.3824  0.3304 
