#=====================================================
# File created:        Mon-16-Feb-2026-at-10-40-54AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        5.691323
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2485.9468  0.2627 
   00001    0.6716   -3738.5672  0.2795 
   00002    0.6280   -4517.8662  0.2638 
   00003    0.5776   -5080.3871  0.2594 
   00004    0.5488   -5475.2411  0.2633 
   00005    0.5512   -5768.9553  0.2669 
   00006    0.5164   -6104.6583  0.2706 
   00007    0.5084   -6368.9132  0.2768 
   00008    0.4980   -6608.2422  0.2780 
   00009    0.4792   -6813.2560  0.2884 
   00010    0.4768   -6844.3839  0.2923 
   00011    0.4716   -6897.9981  0.2930 
   00012    0.4904   -7030.3323  0.2980 
   00013    0.4684   -7125.2591  0.2945 
   00014    0.4548   -7219.2812  0.2988 
   00015    0.4616   -7301.1633  0.2987 
   00016    0.4364   -7385.1119  0.2999 
   00017    0.4564   -7386.5552  0.2949 
   00018    0.4316   -7399.9721  0.2865 
   00019    0.4480   -7457.5881  0.2818 
   00020    0.4320   -7497.2205  0.2856 
   00021    0.4584   -7595.9607  0.2897 
   00022    0.4380   -7650.2975  0.2926 
   00023    0.4564   -7716.9268  0.2947 
   00024    0.4364   -7727.0434  0.2965 
   00025    0.4524   -7724.2909  0.2854 
   00026    0.4372   -7750.8662  0.2831 
   00027    0.4436   -7767.1777  0.2887 
   00028    0.4340   -7816.6321  0.2987 
   00029    0.4468   -7828.5271  0.3029 
   00030    0.4424   -7814.2716  0.3038 
   00031    0.4336   -7862.9292  0.3146 
   00032    0.4264   -7893.5079  0.3171 
   00033    0.4304   -7903.5053  0.3159 
   00034    0.4516   -7891.1039  0.3260 
   00035    0.4196   -7951.3698  0.3332 
   00036    0.4284   -7932.9772  0.3366 
   00037    0.4392   -8052.7173  0.3338 
   00038    0.4176   -8044.4527  0.3376 
   00039    0.4140   -8043.0747  0.3295 
   00040    0.4064   -8056.7036  0.3317 
   00041    0.4288   -8048.4502  0.3357 
   00042    0.4296   -8100.2121  0.3403 
   00043    0.4304   -8084.0872  0.3311 
   00044    0.4164   -8096.6948  0.3367 
   00045    0.4272   -8077.8043  0.3405 
   00046    0.4180   -8123.0910  0.3458 
   00047    0.4360   -8103.3531  0.3424 
   00048    0.4208   -8061.5071  0.3437 
   00049    0.4316   -8089.5639  0.3418 
   00050    0.4212   -8107.5730  0.3415 
