#=====================================================
# File created:        Mon-16-Feb-2026-at-10-00-41AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        6.804085
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2422.6961  0.2624 
   00001    0.6884   -3632.1568  0.2658 
   00002    0.6180   -4378.0021  0.2655 
   00003    0.5912   -5016.7010  0.2684 
   00004    0.5632   -5468.5673  0.2724 
   00005    0.5612   -5845.9870  0.2650 
   00006    0.5328   -6095.5393  0.2676 
   00007    0.5108   -6295.5944  0.2771 
   00008    0.4924   -6521.6096  0.2788 
   00009    0.5108   -6697.3448  0.2782 
   00010    0.4716   -6867.2420  0.2772 
   00011    0.4796   -7005.6382  0.2862 
   00012    0.4552   -7113.9506  0.2868 
   00013    0.4748   -7192.0769  0.2896 
   00014    0.4548   -7230.2990  0.2956 
   00015    0.4768   -7259.5223  0.2973 
   00016    0.4652   -7373.4104  0.3044 
   00017    0.4404   -7408.3518  0.3080 
   00018    0.4432   -7490.3186  0.3053 
   00019    0.4552   -7535.1466  0.3047 
   00020    0.4484   -7565.7106  0.3120 
   00021    0.4392   -7625.7128  0.3069 
   00022    0.4464   -7670.3853  0.3024 
   00023    0.4408   -7671.1426  0.3072 
   00024    0.4492   -7665.1606  0.3028 
   00025    0.4516   -7691.8100  0.3040 
   00026    0.4544   -7704.7397  0.3065 
   00027    0.4304   -7758.8264  0.3053 
   00028    0.4492   -7800.1598  0.3111 
   00029    0.4612   -7855.7072  0.3162 
   00030    0.4344   -7901.1479  0.3176 
   00031    0.4380   -7903.3208  0.3179 
   00032    0.4364   -7927.4711  0.3173 
   00033    0.4128   -7987.6419  0.3200 
   00034    0.4112   -7999.5062  0.3232 
   00035    0.4336   -7991.9796  0.3264 
   00036    0.4072   -7997.6954  0.3293 
   00037    0.4196   -7979.5522  0.3216 
   00038    0.4336   -8011.0896  0.3284 
   00039    0.4184   -8021.4749  0.3350 
   00040    0.4244   -8016.0483  0.3230 
   00041    0.4332   -8054.3324  0.3250 
   00042    0.4340   -8040.1006  0.3332 
   00043    0.4392   -8065.5093  0.3362 
   00044    0.4216   -8095.4956  0.3390 
   00045    0.4284   -8058.9209  0.3343 
   00046    0.4336   -8059.4302  0.3302 
   00047    0.4252   -8053.0213  0.3310 
   00048    0.4236   -8022.5750  0.3323 
   00049    0.4468   -8058.0176  0.3372 
   00050    0.4324   -8069.3271  0.3391 
