#=====================================================
# File created:        Mon-16-Feb-2026-at-01-46-06PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        6.421552
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2493.1039  0.2601 
   00001    0.6752   -3686.7129  0.2670 
   00002    0.6180   -4460.6543  0.2635 
   00003    0.5748   -5022.1909  0.2572 
   00004    0.5688   -5465.7483  0.2624 
   00005    0.5296   -5788.2912  0.2620 
   00006    0.5256   -6144.9587  0.2626 
   00007    0.4932   -6448.9002  0.2697 
   00008    0.4692   -6652.5708  0.2789 
   00009    0.4828   -6741.4218  0.2827 
   00010    0.4708   -6874.4819  0.2776 
   00011    0.4752   -6996.1033  0.2764 
   00012    0.4880   -7082.8978  0.2757 
   00013    0.4860   -7174.5260  0.2769 
   00014    0.4588   -7274.0605  0.2826 
   00015    0.4640   -7340.4355  0.2868 
   00016    0.4636   -7430.7630  0.2861 
   00017    0.4628   -7526.9454  0.3009 
   00018    0.4528   -7596.5150  0.2980 
   00019    0.4540   -7617.2317  0.3014 
   00020    0.4408   -7663.2832  0.2937 
   00021    0.4380   -7739.7939  0.3016 
   00022    0.4464   -7777.1247  0.3050 
   00023    0.4404   -7841.6135  0.3115 
   00024    0.4436   -7819.8241  0.3136 
   00025    0.4428   -7819.0059  0.3208 
   00026    0.4384   -7890.3701  0.3169 
   00027    0.4184   -7830.4434  0.3204 
   00028    0.4552   -7941.6512  0.3228 
   00029    0.4244   -7925.8090  0.3313 
   00030    0.4464   -7961.1596  0.3325 
   00031    0.4404   -7982.2746  0.3353 
   00032    0.4360   -7942.8525  0.3330 
   00033    0.4332   -7955.6743  0.3412 
   00034    0.4332   -7990.7141  0.3335 
   00035    0.4208   -8007.5554  0.3312 
   00036    0.4248   -8004.5368  0.3341 
   00037    0.4200   -8012.6151  0.3324 
   00038    0.4472   -8003.4777  0.3347 
   00039    0.4308   -8016.9060  0.3375 
   00040    0.4376   -8001.8832  0.3445 
   00041    0.4328   -8010.0758  0.3387 
   00042    0.4308   -8004.0078  0.3394 
   00043    0.4356   -8035.7610  0.3420 
   00044    0.4424   -8051.3479  0.3423 
   00045    0.4272   -8058.2828  0.3433 
   00046    0.4520   -8071.0331  0.3376 
   00047    0.4220   -8062.2277  0.3368 
   00048    0.4360   -8095.5251  0.3319 
   00049    0.4432   -8062.3555  0.3323 
   00050    0.4352   -8057.0325  0.3414 
