#=====================================================
# File created:        Mon-16-Feb-2026-at-01-44-49PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        8.159745
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2447.9322  0.2712 
   00001    0.6812   -3700.5823  0.2671 
   00002    0.6148   -4541.3791  0.2657 
   00003    0.5828   -5030.0024  0.2648 
   00004    0.5688   -5464.5747  0.2641 
   00005    0.5344   -5822.7863  0.2690 
   00006    0.5304   -6181.0566  0.2802 
   00007    0.5136   -6427.5491  0.2888 
   00008    0.5100   -6599.4375  0.2865 
   00009    0.5000   -6790.1651  0.2897 
   00010    0.4960   -6907.9792  0.2919 
   00011    0.4724   -7027.2185  0.3010 
   00012    0.4696   -7150.5229  0.3050 
   00013    0.4644   -7293.5080  0.3091 
   00014    0.4664   -7346.1043  0.3113 
   00015    0.4476   -7422.3849  0.3135 
   00016    0.4680   -7473.0033  0.3170 
   00017    0.4488   -7512.4349  0.3277 
   00018    0.4468   -7549.0317  0.3243 
   00019    0.4528   -7595.5947  0.3256 
   00020    0.4200   -7607.3212  0.3243 
   00021    0.4544   -7648.6613  0.3207 
   00022    0.4548   -7694.4903  0.3272 
   00023    0.4324   -7764.6870  0.3328 
   00024    0.4260   -7779.6553  0.3350 
   00025    0.4464   -7764.8138  0.3374 
   00026    0.4428   -7807.0185  0.3325 
   00027    0.4520   -7849.8134  0.3363 
   00028    0.4336   -7891.0864  0.3339 
   00029    0.4212   -7870.5097  0.3362 
   00030    0.4440   -7862.6152  0.3344 
   00031    0.4280   -7888.1351  0.3326 
   00032    0.4300   -7902.5325  0.3365 
   00033    0.4328   -7917.8154  0.3401 
   00034    0.4320   -7940.3563  0.3455 
   00035    0.4312   -7934.0732  0.3475 
   00036    0.4376   -7937.7176  0.3571 
   00037    0.4248   -7980.0208  0.3580 
   00038    0.4236   -8008.8380  0.3584 
   00039    0.4488   -8008.8640  0.3552 
   00040    0.4408   -8073.0168  0.3526 
   00041    0.4204   -8063.8360  0.3470 
   00042    0.4400   -8079.1861  0.3523 
   00043    0.4296   -8056.5360  0.3511 
   00044    0.4232   -8022.8499  0.3619 
   00045    0.4216   -8027.2328  0.3678 
   00046    0.4336   -8027.0273  0.3707 
   00047    0.4176   -8058.2594  0.3757 
   00048    0.4408   -8053.6889  0.3782 
   00049    0.4016   -8092.0343  0.3816 
   00050    0.4256   -8063.8906  0.3808 
