#=====================================================
# File created:        Sat-14-Feb-2026-at-04-15-01PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.683056
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2492.8557  0.2512 
   00001    0.0148   -2528.6095  0.2522 
   00002    0.0112   -2551.4392  0.2508 
   00003    0.0136   -2579.4536  0.2502 
   00004    0.0156   -2598.7001  0.2489 
   00005    0.0156   -2622.1536  0.2491 
   00006    0.0144   -2644.8773  0.2492 
   00007    0.0136   -2656.1747  0.2497 
   00008    0.0176   -2677.3781  0.2496 
   00009    0.0156   -2698.0627  0.2483 
   00010    0.0132   -2720.6993  0.2492 
   00011    0.0104   -2752.4224  0.2492 
   00012    0.0124   -2768.8188  0.2504 
   00013    0.0128   -2795.6377  0.2512 
   00014    0.0136   -2820.1085  0.2511 
   00015    0.0128   -2833.8333  0.2499 
   00016    0.0120   -2845.0754  0.2500 
   00017    0.0148   -2869.6684  0.2498 
   00018    0.0140   -2912.9126  0.2500 
   00019    0.0152   -2948.0058  0.2509 
   00020    0.0132   -2962.9167  0.2505 
   00021    0.0148   -2992.2535  0.2505 
   00022    0.0128   -3014.4885  0.2500 
   00023    0.0144   -3037.7537  0.2502 
   00024    0.0144   -3067.7317  0.2512 
   00025    0.0144   -3097.7256  0.2503 
   00026    0.0124   -3117.3209  0.2491 
   00027    0.0124   -3130.9167  0.2500 
   00028    0.0120   -3141.9106  0.2482 
   00029    0.0136   -3153.7012  0.2482 
   00030    0.0156   -3199.6825  0.2473 
   00031    0.0128   -3223.0753  0.2463 
   00032    0.0124   -3244.3902  0.2487 
   00033    0.0144   -3257.6443  0.2487 
   00034    0.0132   -3301.7003  0.2494 
   00035    0.0136   -3333.2774  0.2496 
   00036    0.0136   -3359.7895  0.2481 
   00037    0.0124   -3383.0900  0.2476 
   00038    0.0144   -3406.8957  0.2482 
   00039    0.0128   -3418.3609  0.2485 
   00040    0.0144   -3446.8459  0.2498 
   00041    0.0108   -3451.0802  0.2489 
   00042    0.0128   -3473.8043  0.2497 
   00043    0.0112   -3495.3349  0.2501 
   00044    0.0132   -3521.8764  0.2513 
   00045    0.0136   -3545.2848  0.2519 
   00046    0.0132   -3559.5846  0.2511 
   00047    0.0132   -3574.6012  0.2507 
   00048    0.0112   -3588.7133  0.2499 
   00049    0.0140   -3622.2964  0.2519 
   00050    0.0160   -3635.1376  0.2508 
