#=====================================================
# File created:        Sat-14-Feb-2026-at-07-33-51PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        2.797110
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2567.0968  0.2558 
   00001    0.6924   -3654.2608  0.2564 
   00002    0.6264   -4463.5603  0.2539 
   00003    0.5636   -5028.2589  0.2562 
   00004    0.5560   -5409.1661  0.2630 
   00005    0.5288   -5858.9106  0.2636 
   00006    0.5176   -6206.0998  0.2748 
   00007    0.5052   -6410.5394  0.2761 
   00008    0.4944   -6590.8571  0.2837 
   00009    0.4800   -6778.7701  0.2854 
   00010    0.4832   -6922.1684  0.2827 
   00011    0.4724   -7060.1714  0.2814 
   00012    0.4736   -7188.7201  0.2885 
   00013    0.4488   -7292.4641  0.2988 
   00014    0.4676   -7328.6698  0.3064 
   00015    0.4612   -7448.9921  0.3053 
   00016    0.4532   -7491.9019  0.3094 
   00017    0.4232   -7580.7707  0.3114 
   00018    0.4452   -7629.2957  0.3141 
   00019    0.4428   -7658.6644  0.3234 
   00020    0.4444   -7684.9826  0.3230 
   00021    0.4420   -7743.1266  0.3326 
   00022    0.4412   -7756.1488  0.3345 
   00023    0.4516   -7771.3036  0.3387 
   00024    0.4336   -7818.6938  0.3433 
   00025    0.4492   -7865.5319  0.3375 
   00026    0.4284   -7847.2793  0.3433 
   00027    0.4344   -7888.4404  0.3510 
   00028    0.4364   -7852.7327  0.3520 
   00029    0.4336   -7890.9542  0.3583 
   00030    0.4420   -7908.0727  0.3540 
   00031    0.4236   -7929.1663  0.3590 
   00032    0.4280   -7946.0090  0.3662 
   00033    0.4476   -7949.1088  0.3713 
   00034    0.4276   -8020.8574  0.3735 
   00035    0.4244   -8070.4009  0.3777 
   00036    0.4264   -8033.9626  0.3852 
   00037    0.4388   -8002.2843  0.3858 
   00038    0.4284   -7972.9941  0.3900 
   00039    0.4220   -7973.8393  0.3943 
   00040    0.4276   -8033.6576  0.3988 
   00041    0.4336   -8060.1855  0.4120 
   00042    0.4356   -8078.7688  0.4206 
   00043    0.4296   -8064.5852  0.4180 
   00044    0.4296   -8084.9695  0.4211 
   00045    0.4212   -8155.6975  0.4209 
   00046    0.4048   -8178.2793  0.4101 
   00047    0.4088   -8146.2497  0.4075 
   00048    0.4268   -8137.7456  0.4075 
   00049    0.4108   -8144.3023  0.4092 
   00050    0.4360   -8117.9209  0.4139 
