#=====================================================
# File created:        Tue-24-Feb-2026-at-07-06-43PM
# Size of lattice:     50x50
# Number of MC steps:  20
# Reduced temperature: 0.650
# Run time (s):        0.269144
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2508.5536  0.2534 
   00001    0.0148   -2574.6305  0.2527 
   00002    0.0132   -2611.7774  0.2527 
   00003    0.0120   -2633.3314  0.2538 
   00004    0.0144   -2663.3559  0.2534 
   00005    0.0176   -2711.9870  0.2528 
   00006    0.0136   -2736.1963  0.2523 
   00007    0.0152   -2778.7767  0.2531 
   00008    0.0144   -2809.5136  0.2534 
   00009    0.0148   -2837.6008  0.2532 
   00010    0.0120   -2844.9991  0.2543 
   00011    0.0148   -2901.2921  0.2517 
   00012    0.0144   -2934.2463  0.2535 
   00013    0.0152   -2951.6761  0.2548 
   00014    0.0140   -2981.3610  0.2572 
   00015    0.0156   -3014.4891  0.2574 
   00016    0.0124   -3054.2957  0.2562 
   00017    0.0152   -3108.1796  0.2559 
   00018    0.0128   -3131.8799  0.2556 
   00019    0.0128   -3157.5019  0.2542 
   00020    0.0160   -3182.3320  0.2543 
