#=====================================================
# File created:        Tue-24-Feb-2026-at-07-06-57PM
# Size of lattice:     50x50
# Number of MC steps:  20
# Reduced temperature: 0.650
# Run time (s):        0.264154
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2517.8038  0.2475 
   00001    0.0164   -2559.5096  0.2491 
   00002    0.0132   -2607.4214  0.2480 
   00003    0.0148   -2641.3530  0.2477 
   00004    0.0144   -2689.0524  0.2481 
   00005    0.0160   -2720.6827  0.2479 
   00006    0.0144   -2754.8094  0.2479 
   00007    0.0160   -2779.1140  0.2493 
   00008    0.0144   -2791.0666  0.2506 
   00009    0.0144   -2822.8977  0.2498 
   00010    0.0132   -2864.2929  0.2511 
   00011    0.0136   -2904.4469  0.2489 
   00012    0.0160   -2931.2528  0.2474 
   00013    0.0148   -2966.9367  0.2474 
   00014    0.0144   -3010.9450  0.2482 
   00015    0.0140   -3047.3556  0.2461 
   00016    0.0136   -3089.7633  0.2445 
   00017    0.0136   -3123.2488  0.2451 
   00018    0.0148   -3171.2684  0.2453 
   00019    0.0136   -3203.5445  0.2467 
   00020    0.0112   -3225.4850  0.2447 
