#=====================================================
# File created:        Tue-24-Feb-2026-at-07-04-17PM
# Size of lattice:     50x50
# Number of MC steps:  20
# Reduced temperature: 0.500
# Run time (s):        0.276685
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2564.5043  0.2663 
   00001    0.0120   -2597.8016  0.2652 
   00002    0.0152   -2623.3917  0.2655 
   00003    0.0140   -2652.5680  0.2667 
   00004    0.0140   -2682.7275  0.2677 
   00005    0.0140   -2718.0907  0.2686 
   00006    0.0140   -2755.4285  0.2683 
   00007    0.0124   -2772.0067  0.2694 
   00008    0.0156   -2831.6830  0.2678 
   00009    0.0144   -2858.9424  0.2683 
   00010    0.0148   -2889.0416  0.2683 
   00011    0.0116   -2917.0140  0.2679 
   00012    0.0132   -2942.1023  0.2687 
   00013    0.0148   -2962.1952  0.2707 
   00014    0.0152   -2998.4504  0.2717 
   00015    0.0116   -3010.8066  0.2726 
   00016    0.0160   -3039.9081  0.2716 
   00017    0.0168   -3065.7972  0.2711 
   00018    0.0140   -3074.8940  0.2706 
   00019    0.0140   -3090.8981  0.2718 
   00020    0.0140   -3126.9822  0.2734 
