#=====================================================
# File created:        Tue-24-Feb-2026-at-07-06-20PM
# Size of lattice:     50x50
# Number of MC steps:  20
# Reduced temperature: 0.650
# Run time (s):        0.268926
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2595.5389  0.2657 
   00001    0.0136   -2630.4962  0.2664 
   00002    0.0144   -2676.0290  0.2660 
   00003    0.0144   -2715.8747  0.2668 
   00004    0.0140   -2732.9818  0.2682 
   00005    0.0144   -2761.7163  0.2659 
   00006    0.0152   -2806.0707  0.2686 
   00007    0.0140   -2820.9455  0.2671 
   00008    0.0152   -2859.1369  0.2676 
   00009    0.0132   -2884.0786  0.2685 
   00010    0.0168   -2927.9336  0.2723 
   00011    0.0152   -2932.0613  0.2724 
   00012    0.0140   -2956.7797  0.2745 
   00013    0.0128   -2982.5952  0.2735 
   00014    0.0140   -3000.5106  0.2741 
   00015    0.0160   -3024.7668  0.2725 
   00016    0.0148   -3050.0360  0.2706 
   00017    0.0128   -3084.5491  0.2695 
   00018    0.0120   -3119.9403  0.2726 
   00019    0.0132   -3146.6282  0.2710 
   00020    0.0148   -3162.2916  0.2704 
