#=====================================================
# File created:        Tue-24-Feb-2026-at-07-05-07PM
# Size of lattice:     100x100
# Number of MC steps:  20
# Reduced temperature: 0.500
# Run time (s):        0.999464
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -9926.7711  0.2473 
   00001    0.0072  -10008.2729  0.2472 
   00002    0.0072  -10052.3782  0.2470 
   00003    0.0073  -10139.6138  0.2467 
   00004    0.0073  -10189.3851  0.2467 
   00005    0.0071  -10259.5318  0.2466 
   00006    0.0069  -10308.7108  0.2471 
   00007    0.0076  -10359.9237  0.2476 
   00008    0.0072  -10428.7208  0.2477 
   00009    0.0072  -10483.6117  0.2473 
   00010    0.0076  -10551.9771  0.2463 
   00011    0.0073  -10606.4276  0.2461 
   00012    0.0082  -10674.1128  0.2450 
   00013    0.0069  -10731.1119  0.2455 
   00014    0.0066  -10785.4732  0.2454 
   00015    0.0078  -10855.3522  0.2449 
   00016    0.0067  -10931.4440  0.2446 
   00017    0.0068  -10979.0631  0.2451 
   00018    0.0075  -11026.1123  0.2454 
   00019    0.0069  -11083.9232  0.2451 
   00020    0.0070  -11142.2075  0.2451 
