#=====================================================
# File created:        Tue-24-Feb-2026-at-07-00-29PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.645855
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2611.3580  0.2446 
   00001    0.0144   -2644.0039  0.2453 
   00002    0.0136   -2669.8461  0.2455 
   00003    0.0144   -2705.4169  0.2460 
   00004    0.0144   -2747.9287  0.2453 
   00005    0.0132   -2782.6008  0.2440 
   00006    0.0140   -2801.8647  0.2433 
   00007    0.0140   -2841.8296  0.2434 
   00008    0.0128   -2861.2681  0.2423 
   00009    0.0132   -2896.5266  0.2421 
   00010    0.0152   -2923.4553  0.2420 
   00011    0.0144   -2941.5773  0.2406 
   00012    0.0136   -2972.0615  0.2414 
   00013    0.0140   -3000.9318  0.2434 
   00014    0.0124   -3013.7610  0.2428 
   00015    0.0120   -3024.5733  0.2432 
   00016    0.0168   -3054.8253  0.2443 
   00017    0.0136   -3088.5634  0.2460 
   00018    0.0152   -3119.6192  0.2451 
   00019    0.0120   -3150.5124  0.2458 
   00020    0.0120   -3164.1110  0.2468 
   00021    0.0128   -3183.3646  0.2448 
   00022    0.0140   -3207.1963  0.2444 
   00023    0.0120   -3242.1963  0.2453 
   00024    0.0128   -3272.4514  0.2433 
   00025    0.0128   -3300.6510  0.2429 
   00026    0.0124   -3312.1107  0.2427 
   00027    0.0124   -3342.6562  0.2446 
   00028    0.0140   -3367.3660  0.2440 
   00029    0.0136   -3375.8739  0.2446 
   00030    0.0140   -3415.9298  0.2445 
   00031    0.0140   -3452.4074  0.2446 
   00032    0.0116   -3474.0398  0.2445 
   00033    0.0132   -3514.0591  0.2454 
   00034    0.0140   -3519.5404  0.2448 
   00035    0.0128   -3538.3202  0.2432 
   00036    0.0124   -3558.3471  0.2429 
   00037    0.0152   -3609.4748  0.2428 
   00038    0.0124   -3619.4238  0.2422 
   00039    0.0136   -3647.2659  0.2413 
   00040    0.0128   -3664.3083  0.2416 
   00041    0.0120   -3679.0674  0.2411 
   00042    0.0136   -3688.6809  0.2430 
   00043    0.0152   -3700.6688  0.2430 
   00044    0.0144   -3722.0718  0.2443 
   00045    0.0140   -3741.9733  0.2456 
   00046    0.0132   -3751.0059  0.2455 
   00047    0.0124   -3759.6058  0.2452 
   00048    0.0124   -3774.9260  0.2457 
   00049    0.0136   -3797.5025  0.2456 
   00050    0.0120   -3814.0562  0.2446 
